Gene,ctx_direction,Metabolite,cpx_direction,VECPAC r,LPS r,DSS r,Pooled r,predicted_effect_sign,check_consistency,pooled_sign_agree,within-model correlation signs agree with the predicted correlation,pooled correlation signs agree with the predicted correlation,all_signs_agree
ENSMUSG00000034126-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000034126-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000034460-B,-1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034460-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000034460-B,-1.0,"2-Butene-1,4-diol",,,-1.0,,-0.9856107606091624,,False,False,False,False,False
ENSMUSG00000034460-B,-1.0,3-(4-Methoxyphenyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000034460-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034460-B,-1.0,Diclofenac,,,,,1.0,,True,True,False,False,False
ENSMUSG00000034460-B,-1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000034460-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000034480-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034480-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034480-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034480-B,1.0,L-Lysine,1.0,,0.7142857142857143,1.0,0.8428267880196796,1.0,False,False,True,False,False
ENSMUSG00000034480-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000034486-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000034486-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034486-B,-1.0,2-Norbornanemethanol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000034486-B,-1.0,4-tert-Butyldimethylsiloxy-3-penten-2-one,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000034486-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034486-B,-1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000034486-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000034486-B,-1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000034486-B,-1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000034509-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000034509-B,-1.0,"2-Methylcyclohexanol, (Z)",1.0,1.0,-0.4058397249567139,-0.8660254037844387,-0.8481041912882634,-1.0,False,False,True,False,False
ENSMUSG00000034509-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034509-B,-1.0,"4,5-Dihydro-1H-pyrazole",,,,,1.0,,True,True,False,False,False
ENSMUSG00000034509-B,-1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034509-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034509-B,-1.0,Glycine,-1.0,-1.0,-0.1739313106957345,-1.0,-0.8456192405161171,1.0,False,False,False,False,False
ENSMUSG00000034509-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000034509-B,-1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000034509-B,-1.0,L-Ornithine,,,,,1.0,,True,True,False,False,False
ENSMUSG00000034509-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000034509-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034520-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000034520-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034520-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034520-B,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034520-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000034575-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034575-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000034575-B,1.0,3-(4-Methoxyphenyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000034575-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034575-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034575-B,1.0,L-Glutamic acid,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000034706-B,-1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000034706-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034706-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000034706-B,-1.0,Luciferin,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034706-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000034706-B,-1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000034762-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000034762-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034762-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034762-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000034762-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000034762-B,-1.0,Propanoic acid,,,-0.8720815992723809,,-0.9700772721497396,,False,False,False,False,False
ENSMUSG00000034762-B,-1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000034892-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034892-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000034892-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000034892-B,1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000034892-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000035168-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000035168-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035168-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000035168-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035168-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000035168-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000035168-B,-1.0,Sulindac,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000035234-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035234-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035234-B,1.0,6-Nitroveratryl alcohol,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000035234-B,1.0,cis-2-Decenoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000035234-B,1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000035234-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000035394-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000035394-B,1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035394-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000035394-B,1.0,"4,5-Dihydro-1H-pyrazole",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035394-B,1.0,cis-2-Decenoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000035394-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000035441-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035441-B,-1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000035441-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035441-B,-1.0,cis-2-Decenoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000035441-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000035569-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000035569-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035569-B,1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000035569-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000035569-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000035671-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000035671-B,1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000035671-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000035671-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000035835-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000035835-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035835-B,-1.0,3-(4-Methoxyphenyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000035835-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035835-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035835-B,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035941-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000035941-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000035941-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035941-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000035941-B,1.0,Benzeneacetic acid,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000035941-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000035948-B,1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035948-B,1.0,"3,3-Dimethylacrylic acid",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035948-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000035948-B,1.0,4-tert-Butyldimethylsiloxy-3-penten-2-one,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000035948-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000035948-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000035963-B,-1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035963-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035963-B,-1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000035963-B,-1.0,Oleic Acid,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000035969-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035969-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035969-B,-1.0,"4,5-Dihydro-1H-pyrazole",,,,,1.0,,True,True,False,False,False
ENSMUSG00000035969-B,-1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035969-B,-1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000035969-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000035983-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035983-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000035983-B,1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000035983-B,1.0,2-Norbornanemethanol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000035983-B,1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000035983-B,1.0,Benzeneacetic acid,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000035983-B,1.0,cis-2-Decenoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000035983-B,1.0,Luciferin,,,,,1.0,,True,True,False,False,False
ENSMUSG00000035983-B,1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000035983-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000036112-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000036112-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000036112-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000036112-B,1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000036112-B,1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000036112-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000036112-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000036112-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000036246-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000036246-B,1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000036246-B,1.0,2-Norbornanemethanol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000036246-B,1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000036246-B,1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000036246-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000036246-B,1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000036356-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000036356-B,-1.0,3-(4-Methoxyphenyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000036356-B,-1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000036356-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000036356-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000036356-B,-1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000036712-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000036712-B,-1.0,"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",,-0.8660254037844387,-0.8406680016960503,,-0.8572247806462147,,False,False,False,False,False
ENSMUSG00000036712-B,-1.0,"2-Methylcyclohexanol, (Z)",1.0,0.5,-0.9856107606091624,0.0,-0.8410366563608612,-1.0,False,False,True,False,False
ENSMUSG00000036712-B,-1.0,3-(4-Methoxyphenyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000036712-B,-1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000036712-B,-1.0,3-Buten-2-one,,-0.5,-0.8285714285714287,-0.5,-0.8251748251748254,,False,False,False,False,False
ENSMUSG00000036712-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000036712-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000036712-B,-1.0,"Cytosine, N-(tert-butyldimethylsilyl)-",1.0,-0.8660254037844387,-0.8857142857142858,-0.5,-0.8631632081616797,-1.0,False,False,True,False,False
ENSMUSG00000036712-B,-1.0,"Dodecanoic acid, 1-methylethyl ester",1.0,-0.5,-0.8857142857142858,-0.5,-0.824566479341442,-1.0,False,False,True,False,False
ENSMUSG00000036712-B,-1.0,Guanosine,-1.0,,0.7999999999999999,1.0,0.9581010095306072,1.0,False,False,True,False,False
ENSMUSG00000036712-B,-1.0,Isopropyl palmitate,1.0,0.0,-0.8406680016960503,-0.5,-0.8154770638597305,-1.0,False,False,True,False,False
ENSMUSG00000036712-B,-1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000036712-B,-1.0,L-Tryptophan,1.0,-0.8660254037844387,-0.8857142857142858,-0.5,-0.8169216656366385,-1.0,False,False,True,False,False
ENSMUSG00000036712-B,-1.0,Luciferin,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000036712-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000036712-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000036712-B,-1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000036885-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000036885-B,-1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000036908-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000036908-B,-1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000036908-B,-1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000036908-B,-1.0,cis-2-Decenoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000036915-B,1.0,"1-Heptanol, 2-propyl-",,,0.9856107606091624,,0.9856107606091624,,True,False,False,False,False
ENSMUSG00000036915-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000036915-B,1.0,6-Nitroveratryl alcohol,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000036915-B,1.0,Glabridin,,,,,1.0,,True,True,False,False,False
ENSMUSG00000036915-B,1.0,Luciferin,,,,,1.0,,True,True,False,False,False
ENSMUSG00000036915-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000036915-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000037025-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037025-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037025-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000037025-B,-1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037025-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037025-B,-1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000037025-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000037025-B,-1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000037103-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000037103-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037103-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037103-B,-1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000037103-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000037148-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000037148-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000037148-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037148-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000037148-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000037148-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000037148-B,1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000037341-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000037341-B,1.0,"4,5-Dihydro-1H-pyrazole",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037341-B,1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000037341-B,1.0,"L-Histidine, N,1-bis(tert-butyldimethylsilyl)-",,-0.5,-0.6377481392176932,-0.5,-0.912286317569255,,False,False,False,False,False
ENSMUSG00000037341-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000037341-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000037353-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037353-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000037353-B,1.0,2-Ethyl-1-butanol,-1.0,,1.0,,1.0,-1.0,True,True,False,False,False
ENSMUSG00000037353-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037353-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037353-B,1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000037353-B,1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000037353-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000037366-B,-1.0,"3,3-Dimethylacrylic acid",,,,,1.0,,True,True,False,False,False
ENSMUSG00000037366-B,-1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000037366-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
