,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124
"Benzenemethanamine, 2,3-dimethoxy-",-0.96853695,-0.96844075,-0.96875577,-0.96772266,-0.57576188,-0.96820679,-0.75933426,-0.96847691,-0.96288776,-0.96335086,-0.96793902,-0.96442525
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-",-0.193112455,-0.220198045,-0.241309957,0.113974792,-0.137943827,-0.185855331,-0.251713352,-0.251755407,0.007452832,-0.11501346,-0.419657594,-0.389984236
Benzenepropanoic acid,-0.588352574,-0.325287191,-0.694614077,1.234840416,-0.413232207,0.032726181,-0.076798064,-0.525660374,-0.670866422,-0.670068122,-0.65087471,-0.69365
"Benzimidazole, 5-trifluoromethyl-2-methyl-",-1.24E+00,-1.19E+00,-8.88E-01,-3.49E-01,-5.80E-01,-9.62E-01,-1.33E+00,-9.51E-01,-1.11E+00,-1.06E+00,-7.30E-01,2.05E+00
"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-0.505145715,-0.726976931,-0.727246517,-0.622574307,-0.595773896,-0.473826896,-0.340645566,-0.543260627,-0.707222973,-0.694309183,-0.718095208,-0.723540595
"Benzoic acid, methyl ester",-0.377070887,-0.348390728,-0.436239576,-0.153496589,-0.23007051,-0.293225467,-0.40015676,-0.343395952,-0.325235456,0.859176622,0.299760869,0.677525431
"Benzoic acid, pentadecyl ester",-0.761950653,-1.306162966,-1.382034422,-0.074468057,-0.264019675,-1.356851791,-1.746575252,-0.652009477,-0.543868418,-0.744401328,-0.565176789,1.744516794
Benzoic Acid,-0.33839475,-0.37279687,-0.41922782,-0.23250976,-0.25945396,-0.35893701,-0.40511009,-0.23620744,-0.39167836,-0.39004903,-0.34932799,3.6973327
Benzoin,-0.62722284,-0.62662116,0.62205204,-0.62212989,-0.62365891,-0.62515785,-0.62886657,-0.62684733,-0.01975195,-0.62558335,-0.62348311,-0.60150611
Benzophenone,-1.550844147,-1.63931733,-0.847320145,-0.768751233,-0.212555064,-0.581446856,-1.339121142,-1.607486341,-0.662089254,-0.672749493,-0.586193359,1.48162471
Benzyl alcohol,-1.22793998,-1.13669459,-1.24242011,-0.92839511,-0.97217457,-1.07570188,-1.37749988,-1.23704207,-1.1725878,-1.12687592,-1.03433805,0.62817549
"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-",-0.155572398,0.159864984,-0.254553217,-0.148028576,-0.2609319,-0.018861453,0.162817285,-0.15006431,0.752695474,-0.261032086,0.752701181,-0.259778632
"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",-0.313838653,-0.246126411,-0.201625193,-0.054509364,-0.313333471,-0.275494734,-0.285366243,-0.105833506,-0.313613196,-0.313606258,-0.313308551,1.709825069
beta-D-Glucopyranose,-0.20180879,0.43374887,-0.4048413,-0.4048413,-0.16680512,0.03160237,-0.0982617,-0.03719797,-0.4048413,-0.4048413,-0.4048413,-0.33284282
beta-Hydroxypyruvic acid,-0.244009103,-0.320516184,-0.285497856,-0.291121994,-0.309192369,-0.182572591,-0.27922767,-0.139537707,-0.326491755,-0.326486059,-0.326241614,-0.323683739
beta-Lyxopyranose,-0.3793014,-0.3792202,-0.3794861,-0.1729797,-0.3788204,-0.3679532,-0.3795233,-0.3792507,-0.3790867,-0.3502595,-0.3787966,1.0600195
beta-Methylphenethylamine,-0.225070157,-0.24592664,-0.20094972,-0.065008337,-0.264404383,-0.018641103,-0.229853195,-0.264643209,-0.264552198,1.893565426,-0.264391214,-0.26274504
5-Hydroxyhexanoic acid,-0.088152245,0.022173323,-0.185617106,1.3372518,-0.164258955,0.048484956,0.105900036,-0.182983071,6.837882839,1.470827564,2.64973394,-0.439921796
Bis(trimethylsilyl)acetylene,-0.94095869,-0.93938493,-0.23389726,-0.9276375,-0.93163683,-0.04518682,-0.47422702,-0.93997648,-0.65804371,-0.66606488,-0.64041049,-0.87369366
Bis(trimethylsilyl)histidine,-0.440930564,-0.440699253,-0.44145673,-0.438972611,-0.439560433,-0.440136691,-0.441562488,-0.4407862,-0.440319091,2.787693242,1.804638031,1.238218327
Boric acid,4.616005917,-0.824726334,-1.37132702,0.532617092,-0.054605156,1.227852546,-1.230412733,-1.14934991,-1.100124159,-1.098891359,-1.089302763,1.431594925
"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-",-0.39458813,-0.39334432,-0.39741743,-0.3840598,-0.38722065,-0.39031931,-0.39798612,-0.39381185,-0.39130011,-0.39119892,-0.38685722,-0.34142557
Butanedioic acid,-0.799824575,-1.082199117,-0.309951508,-0.122301898,-0.642234821,-0.464286474,-0.365064166,-0.765929331,0.56659005,-0.185300326,0.394267919,0.246507452
"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]-",-0.51353519,-0.32653724,0.03816554,0.86796556,-0.5030069,0.52700173,-0.22120253,-0.50627555,-0.81023254,-0.21194958,-0.80613667,3.13985071
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",-0.06350533,-0.04319295,-0.11066897,-0.0628644,-0.02874216,-0.05326658,-0.09492358,-0.05725591,-0.1667706,-0.16677059,-0.16677008,-0.16676479
Butylated Hydroxytoluene,-1.060039105,-0.980976374,-1.57577441,-0.384936876,-0.576293195,-0.619541921,-0.78878525,-0.599212516,-0.731740803,-0.929792542,2.174819804,0.941291238
Butylmethylamine,-0.19926897,-0.38409754,-0.47367679,-0.24619971,-0.41174746,-0.03132931,-0.55940667,-0.62390886,-0.70266569,-0.70250852,-0.69576434,2.43689555
Butyrovanillone,0.41829646,-0.68772922,-0.70656808,-0.64478673,-0.65940619,-0.36300365,-0.70919834,-0.68989165,0.70651962,-0.67780641,-0.65772526,-0.44759606
Cadaverine,-0.33205564,-0.33205564,-0.33205564,-0.33205563,-0.14925128,-0.33205564,-0.33205564,-0.33205564,3.4241185,1.42052184,1.60837582,-0.3320556
Campesterol,-1.02001402,-0.677914878,-0.700968825,-0.89754062,-1.246694193,-0.588702036,-0.947666637,-0.983121503,-0.687433615,-0.182150652,-0.021418818,1.846011015
"Carbonic acid, eicosyl vinyl ester ",-0.605842655,-0.605826692,-0.605878965,-0.605707536,-0.605748102,-0.605787869,-0.334712484,-0.605832692,1.248145852,0.541069865,0.277575123,0.258890223
"Carbonic diamide, N,N'-dibutyl-N'-methyl-",-0.20062096,-0.20552084,-0.21665682,-0.04607106,-0.04864494,-0.12062054,-0.25070507,-0.18452683,4.96904522,-0.40568921,6.67028688,-0.27828696
Carfentrazone-ethyl,0.7091275,-0.44131979,-0.44137694,-0.44118952,-0.44123387,-0.44127735,0.65733137,-0.44132635,0.88522108,0.56361419,0.90169393,-0.44059132
"Cephalotaxine, 3-deoxy-3,11-epoxy-, (3alpha,11alpha)-",0.001692926,-0.183698616,-0.265852342,-0.215219839,-0.158533004,0.051021464,-0.041666303,-0.209836333,-0.227409365,-0.25115841,-0.26722198,-0.278072912
"Cetaben, N,O-bis(trimethylsilyl)-",-0.206914852,-0.108212126,-0.102145248,0.067236642,-0.056586818,-0.173163331,-0.162085849,0.029379155,-0.206663132,-0.206655386,-0.206322998,3.005996211
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate",-0.18182123,-0.10330424,-0.13210135,-0.23163262,-0.0615253,-0.19617976,-0.20645828,-0.10449355,-0.23163648,-0.23163643,-0.12009457,0.78776756
"Cholest-5-ene, 3-(1-oxobuthoxy)-",-0.22883447,-0.22768505,-0.231449061,-0.219105126,-0.222026098,-0.224889604,-0.231974588,-0.228117104,-0.225795972,-0.225702468,0.09497871,-0.179706359
"Cholest-7-en-3-ol, (3beta,5alpha)-",-0.780585624,-0.29231714,0.199547877,-0.808625235,-0.550466112,-0.679438154,-0.725132216,-0.691311394,-1.026344075,-0.479757015,-1.026178395,-0.605693116
"Cholesta-2,4-diene",-0.17577871,-0.07579113,-0.07135752,-0.07440224,-0.04195636,-0.05389688,-0.17578061,-0.08808418,-0.17577688,-0.16622822,-0.17381623,-0.13827554
"Cholesta-3,5-dien-7-one",0.35701573,-0.12019601,-0.22657904,-0.10334712,-0.20707907,-0.16257457,0.04414832,-0.21565231,-0.16416153,1.28890559,-0.22834824,-0.22834824
"Cholesta-3,5-diene ",-0.257396375,-0.212856788,-0.229576332,-0.153587064,-0.182430221,-0.202882986,-0.274407866,-0.321280969,0.490843912,-0.299222219,0.003686937,-0.242544108
"Cholesterol, pentafluoropropionate",-0.2233524,0.0232311,-0.22336418,-0.22330854,-0.22332171,-0.13991041,0.08310463,-0.22334916,-0.2233387,-0.17041062,-0.12308814,-0.22313095
Cholesterol,-0.46242391,-0.68922429,-0.40222293,-0.71163346,-0.64747591,-0.5569087,-0.72280793,-0.74763596,-0.28685686,-0.39957046,-0.02706802,3.5978394
Cinnamic acid,-0.468319493,0.022972679,-0.608310551,0.858911399,0.038631804,-0.655204278,-0.66310756,-0.375884967,-0.656215329,0.287633901,0.650517671,-0.604802475
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,0.24175075,-0.474695042,-0.71357634,-0.489683407,-0.701161413,-0.704934134,-0.289535631,-0.709186424,-0.70612829,-0.706005098,-0.58476848,-0.645404377
"cis-4,5-Dihydroxy-o-dithiane, 2O-",-1.053495344,-0.92070557,-1.029581502,-0.855700044,-0.641656707,-0.796095873,-1.112651823,-0.907991681,-0.821274943,-0.68122105,-0.553492956,1.556097074
Citric acid,-0.67721945,-0.67714563,-0.67738739,-0.67659455,-0.67678216,-0.67696608,-0.30245985,-0.67717338,0.4975524,0.60908058,0.63689963,2.20616848
Cyclo-(l-leucyl-l-phenylalanyl),-0.6646583,-0.68281462,0.25615222,-0.6793648,-0.68053927,-0.68169063,-0.61773733,-0.68298834,4.16658525,1.19933602,-0.68040423,-0.66352333
Cyclo(L-prolyl-L-valine),-0.2083507,-0.3727889,0.3107953,-0.3727877,-0.3727881,-0.3293908,-0.3037544,-0.3073252,4.6149006,2.4665684,2.8358329,-0.3727821
cyclobutanecarboxylic acid,-0.030981028,-0.244578257,-0.434925843,-0.292943307,-0.341153731,-0.40855909,-0.007311112,-0.406231439,0.426703344,3.407403552,-0.083462624,0.739434508
Cyclobutanol,-0.413916532,-0.364662706,-0.436986442,-0.183992523,-0.27821748,-0.31528733,-0.451202624,-0.428216683,-0.648489013,0.139228421,-0.647285181,4.094857065
Cyclohexanol,-1.05266923,-0.94091801,-1.12520932,-0.65914095,-0.81687159,-0.985515,-1.25622265,-1.15490114,-0.97439678,-0.95489327,-1.11103212,2.246387
"Cyclohexanone, 3,3,5-trimethyl-",-0.9136485,-0.96209417,-1.14962522,-0.72405063,-0.53629236,-0.81578939,-1.33805886,-0.64887136,-0.97744468,-0.94688577,-0.41986687,1.74384633
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",0.05031284,-0.16477966,-0.10905904,-0.1647023,0.34832948,-0.16475446,0.05393719,-0.16478356,-0.16476263,-0.16476179,-0.16472561,-0.16434707
"Cyclohexene, 3,3-dimethyl-1-(trimethylsilyloxy)-",-0.16830824,-0.19583799,-0.13587931,-0.20742178,-0.17708197,-0.18365298,-0.1484928,-0.16406713,-0.21201336,-0.21200869,-0.21180826,-0.20971094
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",-0.374539946,-0.596410833,-0.617788366,0.060350218,0.051366788,-0.782068957,-0.671600989,-0.239882978,-0.46140192,-0.501193522,-0.780122053,1.338312363
"Cyclopentanone, 2,2,4-trimethyl-",-0.11232003,-0.10176922,-0.11772831,-0.06326398,-0.07478402,-0.09411561,-0.12729856,-0.10677498,-0.17009039,-0.17009038,-0.17009008,-0.17008697
D-(-)-Citramalic acid,-0.747396999,-0.743741803,-0.755711488,3.456823689,-0.725746142,-0.734852189,-0.75738268,-0.745115749,-0.000362657,-0.737437125,-0.724678125,-0.591167914
"D-(-)-Fructofuranose, pentakis",-0.848589828,-0.848589796,-0.8485899,-0.848589558,-0.848589639,-0.848589718,-0.848589915,-0.848589808,-0.054073639,-0.506207845,-0.84858963,-0.848588466
"D-(-)-Lyxose, tetrakis",-0.66722919,-0.21702603,-0.93692008,-0.95759556,-0.95824962,0.12963828,-0.96047726,-0.4878608,-0.57007833,-0.61908821,-0.89784211,-0.84693223
"D-(-)-Ribofuranose, tetrakis",-0.56178039,-0.13283866,-0.52601471,-0.07878027,-0.57241207,-0.11152263,-0.11334028,-0.57405162,0.34169109,-0.57340166,-0.57232166,0.31622864
D-(+)-Glucosamine,-0.04901635,-0.30865426,-0.30867322,-0.30861104,0.17274537,-0.30864018,-0.30867587,-0.30865644,3.09940727,1.01393409,2.00246229,-0.30841259
"D-(+)-Ribono-1,4-lactone (R,S,R)-",-0.258376208,-0.475134465,0.369146489,-0.475427862,1.701944991,-0.475443463,-0.475462572,-0.475452168,-0.475445908,-0.475445656,-0.475434834,0.358394088
"D-(+)-Talofuranose, pentakis",-0.577316698,-0.577316676,-0.520708092,-0.577316506,-0.577316564,-0.574750402,-0.57731676,-0.405343953,-0.452041803,-0.473733132,-0.338325293,0.857953947
"D-(+)-Xylose, tetrakis",-0.14495809,-0.08186515,-0.0390856,-0.15765825,-0.20500512,-0.04586734,-0.14700935,-0.07993518,-0.20513548,-0.20513224,-0.2049935,-0.19352581
D-Arabinose,-0.834355695,-0.834257528,-0.834578995,-0.833524757,-0.833774224,-0.834018782,-0.834623878,-0.834294428,-0.827024149,-0.834088205,-0.826493723,-0.714784573
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-",-1.401499858,1.444431396,-1.445151893,-1.093113322,-0.5481302,-1.392239554,-0.389411147,-0.023614291,-0.413005847,0.001757239,0.007542654,0.882350164
D-Fructose,-0.4639399,-0.2967373,-0.6724603,-0.329655,-0.2855113,-0.4485094,-0.3394262,-0.3070689,1.1350304,0.7255514,1.4426836,1.2747552
D-Fucitol,-0.19240639,-0.04647525,-0.0854374,-0.18815063,-0.11931433,-0.14518985,-0.19389231,-0.04672883,-0.2451449,-0.24514411,-0.24511006,-0.24475381
"D-Isoleucine, N-acetyl-",-0.941496137,-0.450409791,-0.638741312,-0.743625125,-1.053770672,-0.027671627,-0.211238095,-0.712515721,1.46606025,0.458858526,0.616585522,-0.057241547
D-Leucylglycylglycine,-0.451980151,-0.451653793,2.796625024,-0.44921767,-0.45004703,-0.450860073,-0.452871733,-0.451776467,2.336075467,-0.451090872,-0.082975188,-0.438031064
D-Mannose,0.21603659,1.24038108,-0.98997428,-0.98972288,-0.98978237,-0.98984069,0.34136942,0.25433173,-0.98985915,-0.98985724,-0.98977553,-0.74648633
D-Ornithine,-0.48981841,-0.489496365,0.594116089,-0.487092438,-0.487910837,-0.488713136,-0.490698209,-0.489617418,1.138206432,1.114942703,0.556701317,1.252628396
D-Proline,-0.22374073,-0.368565047,0.207720783,-0.368476947,-0.36850694,-0.216130076,-0.368609093,-0.368569483,-0.36854565,-0.36854469,-0.368503492,-0.368072396
"D-Psicofuranose, pentakis",-0.834935654,-0.73290852,-0.850172562,-0.907542279,-0.716844694,-0.286531812,-0.719725354,-0.771682286,-1.269634223,-1.269613034,-1.268703826,-1.080877795
D-Ribose,-0.3089975,-0.03013466,-0.39424896,0.00659846,-0.1633319,-0.39424433,-0.18082125,-0.32030913,1.04381589,-0.39424491,-0.14463232,0.88287739
D-Threitol,-0.6151999,-0.66271703,-0.66402341,-0.65973918,-0.66075297,-0.66174681,-0.66420581,-0.66286698,1.56500746,4.15543898,1.49299964,1.07225415
"D-Xylofuranose, 1,2,3,5-tetrakis-O-",-0.15119369,-0.25903672,0.05848594,0.39240108,0.39362698,0.34700646,-0.17459928,-0.25067341,1.40691999,1.26471352,3.32652691,-0.02745853
Decanoic acid,-0.5891145,-0.7208743,-0.6817363,-0.494687,-0.2566389,-0.6567388,-0.7694654,-0.6097231,-1.0759541,-1.075954,-1.0752466,-1.0759201
Dehydronorketamine,-0.781426804,-0.688498253,-0.782439674,-0.783192834,-0.097147999,-0.700759414,-0.783605239,-0.543656597,-0.783407244,-0.783404247,-0.783275675,-0.781930293
Delorazepam,-1.001680754,-1.060228706,0.502891532,-1.057828943,-1.058645925,-1.004397093,-1.061428469,-1.06034955,-0.615320838,-1.059674188,-0.707548494,0.25524571
Deoxycholic Acid,-0.408813355,-0.393421475,-0.42649528,2.601013359,-0.425283607,-0.405418519,-0.417062563,-0.37230023,-0.276681871,-0.34712944,-0.32979909,4.672794044
Desmosterol,-0.957617908,-0.548713347,-0.809897609,-0.956726973,-0.652601427,-0.701874405,-0.86998488,-0.643023529,-1.258221529,-0.686574513,-0.683173951,0.277469093
Dicyclohexylamine,-0.572222151,0.347223401,-0.572761543,-0.570214984,-0.570817581,0.079563373,-0.572869959,-0.572074158,-0.514286171,-0.571576018,-0.570748295,1.798487751
Dihydrouracil,-0.36330636,-0.42767025,-0.3631631,-0.39405115,-0.44647947,-0.42065635,-0.43498896,-0.44361675,2.42413643,1.56324921,1.29730955,1.18063814
Dimethyl fumarate,-0.602497216,0.02658881,-1.065379608,-0.228373208,-0.21111799,-0.302187118,-0.424405806,-0.670192108,-0.374986152,-0.379354173,-1.064470957,-1.060561805
"Dimethyl hexopyranosiduronate, alpha-D-",-0.872239895,-0.872237852,-0.872244541,-0.872222607,-0.698189319,-0.872232885,-0.872245475,0.02479437,-0.307069686,-0.323068151,1.21608049,-0.417070407
Dinoseb,-1.21835392,-1.21823852,6.12304191,-1.21737712,-1.21767038,-1.21795787,-1.21866918,-1.2182819,-0.5065994,-0.59928591,-0.78526582,1.69154346
Diphenyl ether,-1.152198065,-0.745587949,-0.882534161,-0.939735595,-0.332536451,-0.951942878,-1.103554783,-1.261682936,-0.707531926,-0.831616332,-0.610810699,1.736953482
DL-Glyceraldehyde,0.29401968,1.31559555,-0.37400071,1.09872853,1.49333265,1.54047441,-0.37413795,-0.37313064,5.46315927,3.0433818,-0.3714524,-0.36048916
DL-Ornithine,-0.197810055,-0.237580855,-0.253655575,-0.209353049,-0.099849022,-0.044103685,-0.284009607,-0.25362361,1.884698409,3.922310131,1.365562904,1.054844899
DL-Phenylalanine,-0.289629795,-0.422023804,-0.043924057,-0.191125047,-0.374839947,-0.180902061,-0.335829333,-0.401023797,1.131781618,1.109082892,0.755301673,1.336405451
"DL-Proline, 5-oxo-",-0.397573069,-0.397550233,0.317387392,-0.39737977,-0.397437803,-0.397494694,-0.397635456,-0.397558816,-0.389427716,-0.37054749,-0.364580793,-0.292733508
Dobutamine,-0.71059792,-0.53145555,-0.71121002,-0.41302924,-0.60688787,-0.70967438,-0.57521559,-0.50281597,-0.69620063,-0.65362137,-0.70892538,-0.69909652
Doconexent,-0.57776082,-0.3064278,-0.64126303,-0.53413866,-0.37662042,-0.35323594,-0.69521306,-0.44107324,1.62161561,1.84720579,3.98918417,-0.83403783
Docosyl octyl ether,-0.50891827,-0.5089047,-0.50894913,-0.50880345,-0.50883792,0.34602831,-0.04034754,-0.36341352,-0.25903518,-0.20018867,-0.33618617,0.22109385
Dodecanamide,-0.211169329,-0.209670475,0.006047141,0.033317511,-0.254982496,-0.031704901,-0.233402397,-0.222611752,-0.335411269,3.011212255,-0.332414462,-0.301770025
"Dodecanamide, N-(2-hydroxyethyl)-",-0.499325888,-0.433268867,-0.495682284,-0.38782248,-0.241383854,-0.358857525,-0.546131642,-0.371763687,-0.742961732,-0.742759476,-0.734080716,-0.643266148
"Dodecane, 4,6-dimethyl-",-4.13E-01,-4.13E-01,-4.13E-01,-4.13E-01,-1.89E-01,-4.13E-01,-4.13E-01,1.38E+00,1.91E-05,-3.59E-02,-1.11E-01,4.61E-01
"Dodecanoic acid, 1-methylethyl ester",-0.584108299,-0.919329031,-0.573722044,-0.622082568,-0.919257097,-0.474189981,-0.664160576,-0.919334523,-0.919305018,-0.919303829,1.438798953,0.331307271
Dodecanoic acid,-0.86710911,-1.01022732,-0.29859852,-0.25102906,-1.45854709,-0.64151362,-0.87829751,-0.82008233,-0.72207474,-0.57835363,-0.60912658,1.45819996
Dodecylcyclohexane,-1.08718865,-0.1538905,-1.09067973,1.02949547,-1.07809791,0.23371628,-1.09138143,-0.23040252,-1.08313156,-1.08300671,-1.07764947,-1.02159135
Dopamine,0.335632468,0.492675961,0.277531432,0.362438146,-0.372013657,0.332851539,0.637775787,-0.372108882,0.065837329,-0.372108581,2.979835158,-0.372102848
Ecgonine,-0.207887925,-0.233488156,-0.247459348,-0.244304624,-0.225966607,-0.245782956,-0.212818523,-0.226089884,-0.246014595,-0.245990698,-0.2449653,-0.234235531
Eicosapentaenoic acid,-0.227446662,-0.227093145,-0.228250811,-0.224454287,-0.225352667,-0.226233372,-0.228412443,-0.227226028,-0.205937974,-0.226483378,-0.169794374,-0.21233673
Erythritol,-0.66981188,-0.43338313,-0.85671538,-1.30608958,-0.37731148,-0.37559956,-1.27765401,-0.38759741,-1.31802322,1.12429923,0.92249477,0.17307413
"Erythrono-1,4-lactone, (Z)-",-0.31042372,-0.27572815,-0.46889949,-0.15066323,-0.0864028,0.19808074,-0.21992649,-0.39565124,1.05469623,0.77396513,1.23114035,-0.03317653
"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]-",-0.13356935,-0.13356706,-0.13357455,-0.13354999,-0.1335558,0.30274924,0.1838464,-0.13356792,-0.13356331,-0.13356312,-0.13355514,-0.1334716
"Ethanol, 2-(9-octadecenyloxy)-",-0.41066041,-0.36689675,-0.44752402,-0.18831388,-0.16650293,-0.64951414,-0.489517,-0.74753124,-0.40197929,-0.55696807,-0.53313516,-0.74729112
Ethanolamine,-0.42354508,-0.47599845,-0.69856784,-0.22785572,-0.42582683,-0.36693338,-0.37619704,-0.44075375,1.94879828,0.65892382,2.03656067,0.24507611
"Ethanone, 1-(2,5-dimethoxyphenyl)-",-2.98E-01,-1.22E-01,-5.15E-01,-7.83E-02,-2.47E-05,-1.25E-01,-1.62E-01,-2.90E-01,4.40E-02,2.71E-02,-5.49E-02,-3.39E-01
"Ethanone, 1-(5-methoxy-2-methyl-3(1H)-indolyl)-",-0.31305018,-0.08942357,-0.57792309,-0.15853824,0.01693724,-0.10360221,-0.19873286,-0.30391839,-0.57721301,-0.57720126,-0.57669729,1.28445023
Ethyl alpha-D-glucopyranoside,-0.590814326,1.994639946,-0.590818211,8.141519104,-0.590804209,-0.590808464,-0.590818992,-0.018273313,-0.570773388,-0.525178533,-0.59080371,-0.590741327
Ethyl cis-2-trimethylsilyl-cyclopropane-1-carboxylate,-0.41931995,-0.28036517,-0.38786653,-0.19871239,-0.17163756,-0.22859102,-0.36815388,-0.2405445,-0.24495384,-0.44894788,-0.35422945,0.17036033
Fenitrothion,-0.725455166,-0.567051302,-0.855885565,-0.312940629,-0.416785258,-0.213040299,-0.535194055,-0.663740885,-0.504451033,-0.563289115,-0.931306119,-0.434024394
"Furan-2-carboxaldehyde, 5-(1-piperidyl)-",-0.323260787,-0.323257927,-0.019706989,-0.323236574,-0.323243844,-0.32325097,-0.323268602,-0.323259002,-0.323253226,-0.323252993,-0.323243008,-0.321694778
"Furan, 2-pentyl-",0.248321196,0.158452226,-0.480473783,0.307664328,-0.581675485,-0.059638238,0.005318406,-0.586266722,-0.584517115,2.216621461,-0.58142233,-0.549775997
Galactopyranose,-0.33177822,-0.32943038,-0.49830074,0.13444201,-0.31753017,-0.3163517,-0.32758652,-0.45059625,-0.66434636,-0.6747916,-0.13837187,0.20180052
Gln-Ala,-0.101261408,0.029494041,-0.078892244,-0.101258209,-0.101259169,-0.101260111,-0.10126244,-0.101261172,-0.101260409,-0.101260378,-0.101259059,-0.101245254
Glucopyranose,-0.256806647,-0.256806647,-0.256806647,-0.256806646,-0.256806646,-0.256806647,-0.256806647,-0.22662629,1.781326203,1.536364365,2.931544147,7.355401705
Glucose,-0.29596375,1.37894219,-0.29617895,-0.27981409,-0.28368701,-0.29148974,0.17580719,-0.10504449,-0.29615409,0.48875107,2.22753857,-0.29595133
Glyceric acid,0.020211593,-0.055976991,-0.171950125,-0.155195459,-0.052150879,0.078649853,-0.003321082,-0.102634091,-0.271863721,-0.271863712,-0.271863341,-0.27185946
Glycine,-0.566592587,-0.566830116,-0.513767823,-0.567361369,-0.566960624,-0.566821099,-0.562996619,-0.565651632,-0.165549956,-0.26517308,-0.385321641,0.666188749
"Glycine, N-(1-oxobutyl)-",-0.296295568,-0.11550889,-0.130123965,-0.180238081,-0.219219623,0.289710898,0.292173993,-0.276344952,0.130258681,-0.118928028,0.373153634,-0.212703644
"Glycine, N-(N-DL-leucylglycyl)-",-0.14734027,-0.14726526,-0.14751089,-0.14670536,-0.11720557,-0.14708284,-0.14754519,-0.08231332,-0.14714198,-0.14713588,-0.14687405,-0.14413429
"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]-",-0.234083967,0.006702661,-0.088096936,-0.323721447,0.055705525,0.257565585,0.047542544,-0.190439216,1.250500827,1.118387778,1.434375982,0.257097542
Glycolic acid,-0.68957025,-0.62060248,-0.85318114,-0.4919685,-0.43926254,-0.59959781,-0.82945231,-0.63358908,1.19154822,0.93896719,1.5458829,0.48933617
Glycyl-l-glutamine,-0.2045941,-0.27222735,-0.19454443,-0.26414534,-0.2668968,-0.26959413,-0.27626796,-0.27263433,1.81333579,2.08322615,0.91462369,-0.22703295
Glyoxime,-0.3739451,-0.3778609,-0.6281147,-0.3220019,-0.3135681,-0.346251,-0.4300015,-0.4495651,0.5351559,0.6408826,0.5099853,1.3084817
Guanabenz,-0.12279054,-0.45875405,-0.20035903,-0.09455815,-0.55507264,-0.26952346,-0.58307095,-0.640436,-0.68615024,-0.68609507,-0.68372803,1.98752946
"Guanidine, N,N-dimethyl-",-0.81952508,-1.02935883,-1.11267255,-0.62521466,-0.86682759,-0.64500695,-1.4146827,-1.22078416,-1.15404313,-1.03852636,-0.87687547,1.4487674
"Gulonic acid, gamma-lactone",-0.291499748,-0.291499374,0.966995246,-0.291496577,-0.291497529,-0.197567822,0.754175216,-0.291499515,-0.291498758,-0.291498727,-0.291497419,-0.291483733
Heptadecanoic acid,-0.97689689,-0.854751429,-1.07115571,-0.532637573,-0.49287137,-0.654796231,-0.942001797,-0.96276202,-0.040470343,0.294557797,0.384730872,1.646970668
Heptanoic acid,-0.354277922,-1.214875957,-1.232650744,-0.574975367,-0.073892556,-1.214255747,-1.117897373,-1.106736314,-1.224796219,-0.851783878,-0.897341356,0.941896741
Hexanedioic acid,-0.626623149,-0.704614321,-0.802894312,1.287725768,-0.033624965,-0.64759161,-0.659349469,-0.619153736,0.000879479,0.109763833,0.352328711,0.188385275
Hexanoic acid,0.51780387,-0.882271057,-1.272809708,-0.487235721,-0.982955626,-1.029307484,-0.642507167,-1.132525825,-0.672099191,0.616810791,-0.42155405,1.815272141
Hexanoylglycine,-0.57218883,-0.1586746,-0.42217964,-0.17270179,-0.55083939,0.06371702,0.04838946,-0.42504816,0.85075794,0.11719653,0.32926618,-0.05985358
Hippuric acid,-0.84299652,-0.19975035,-0.98166064,-0.25892206,0.2763721,-0.45320676,-0.60402827,-0.84563645,0.13840184,0.33573845,0.33647257,0.88629129
Homocysteine thiolactone,-0.294439,-0.31465713,-0.02924916,-0.32727209,-0.30655771,-0.29986055,-0.33336543,-0.1931489,6.84433465,5.14142342,3.07221456,-0.36207599
Hydantoic acid,-0.386946118,-0.386942312,-0.386954775,-0.386913903,-0.386923575,-0.386933056,-0.386956516,0.133652381,2.966378967,-0.386935748,3.308637083,-0.386783449
