NAME,Feci_LPS_CTRL_934_23022024,Feci_LPS_CTRL_935_23022024,Feci_LPS_CTRL_938_26022024,Feci_LPS_CTRL_940_26022024,Feci_LPS_CTRL_943_26022024,Feci_LPS-CTRL_941REP_01032024
Nadolol,3.317049166967187e-09,2.288712591576638e-09,7.439637344532582e-05,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
N-Ethyldiethanolamine,1.4327388252791498e-05,3.1952970029292075e-05,3.14905036478822e-05,3.5632149126455806e-05,2.929367821373273e-05,3.698001652892968e-07
Niacin,2.4535257256643036e-05,2.466747331644314e-05,3.956451497395668e-05,6.0345631302352746e-05,2.2583294684846227e-05,1.3257876091019894e-05
N-Methyl-L-proline,2.532296107365242e-05,2.9092428362042667e-05,0.0,2.4838934877711078e-05,1.5867786125519386e-05,3.698001652892968e-07
n-Nonylcyclohexane,3.11542014918176e-05,2.6787585419746015e-05,3.2908986494800884e-05,1.4864586454833723e-05,1.2851666336797697e-06,6.602528415902421e-05
Nonadecanoic acid,2.2786821843590108e-05,1.5087445303643446e-05,1.910563731616014e-05,1.2549232521950219e-05,1.7390712391228288e-05,2.532296107365242e-05
Nonanoic acid,2.4064840669503074e-05,2.1289514608228618e-05,5.356181458473537e-05,2.0379725737047206e-05,8.837618555691014e-06,3.4018174026168576e-05
Norketamine,3.14905036478822e-05,2.105898820992524e-05,2.3176593250985778e-05,1.717122286859092e-05,3.668528476094923e-05,2.4535257256643036e-05
n-Tridecylcyclohexane,3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
Octadecyl octyl ether,6.0345631302352746e-05,2.847141846008686e-05,0.0,1.630278901584779e-05,1.917958704543705e-08,3.698001652892968e-07
Octanoic acid,2.5077891059761747e-05,1.8743380129594983e-05,3.5632149126455806e-05,1.64960083791884e-05,1.5023138006759788e-05,3.375311155399184e-05
Oxalic acid,3.5360932439532874e-05,1.121290687352542e-05,2.1643036174431583e-05,1.8648784226797527e-05,2.5649715426609503e-05,2.763049861118689e-05
"Oxalic acid, isobutyl heptyl ester",3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
Palmitelaidic acid,1.121290687352542e-05,2.288712591576638e-09,1.4421832935193045e-05,1.676694893462815e-05,1.3393244608750065e-05,3.698001652892968e-07
Palmitic Acid,3.610404236468578e-05,3.863825895123967e-07,3.4018174026168576e-05,2.00157898413748e-05,6.923810095332292e-07,4.4778905346350206e-05
Pantolactone,4.236009775902211e-05,3.5904306679682945e-05,3.610404236468578e-05,2.3773058557190056e-05,3.1952970029292075e-05,4.9066704346016666e-05
Pantothenic acid ,3.4184008197819116e-06,4.245495791478588e-06,1.3139300277277377e-05,3.14905036478822e-05,9.107782903386053e-06,4.836203143128063e-06
Pentadecanoic acid,1.3084543348858826e-05,1.7967467463707408e-05,1.64960083791884e-05,1.1761973782469905e-05,1.4716248240761122e-05,2.2583294684846227e-05
Pentanedioic acid,3.0457762562984163e-05,3.5360932439532874e-05,4.559648209423825e-05,4.7146102173695454e-05,1.676694893462815e-05,1.4421832935193045e-05
"Pentanoic acid, 4-methyl-2-oxo-",3.317049166967187e-09,2.288712591576638e-09,0.0,3.11542014918176e-05,4.9066704346016666e-05,3.698001652892968e-07
Pentanoic acid,7.817249984686151e-06,3.4184008197819116e-06,7.697062205434122e-06,3.4184008197819116e-06,2.173879122112292e-05,1.2323662411938441e-05
"Pentitol, 3-desoxy",2.891541583068076e-05,8.671316848159171e-05,2.0930048338659614e-05,5.1587561383687664e-05,9.746818746062618e-07,6.345107672537229e-06
Phenol,3.272055131890429e-05,2.7137523246680706e-05,8.913241763224507e-06,1.2688530071147203e-05,1.1108658858579163e-05,3.0457762562984163e-05
phenoxyethanol,4.745906300508213e-05,4.0908209672588064e-05,1.1917979989316106e-05,9.425500260985755e-06,1.9261792845315355e-05,2.41512614558997e-05
Phenylalanine,3.730631084829245e-06,2.144398281291842e-06,7.166386589034193e-06,2.847141846008686e-05,6.973314190749594e-06,1.3393244608750065e-05
Phenylpropanolamine,1.816004922937347e-05,2.288712591576638e-09,2.83600203602203e-05,5.508355273131858e-06,1.917958704543705e-08,3.698001652892968e-07
Phloretic acid,3.317049166967187e-09,2.288712591576638e-09,0.00019189117591188157,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
Phthalazin-1-one ,2.00157898413748e-05,2.080604252632017e-05,1.9730405206250328e-05,1.657876497583457e-05,2.105898820992524e-05,3.255935803312797e-05
Phthalimide,3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
Picolinic acid,5.78660675571529e-06,7.31820055108666e-06,1.8383402216274176e-05,9.834354199581247e-06,2.144329071869341e-05,2.5649715426609503e-05
Pimelic acid,3.226693997592153e-05,3.921669419651076e-05,9.603791893972332e-06,3.2677213517781227e-06,2.2960613279423694e-06,5.9082902501027024e-05
Pipecolic acid,3.956451497395668e-05,2.541312102594124e-05,3.50469864040057e-05,2.7860148254991692e-05,2.9092428362042667e-05,1.2688530071147203e-05
"Pregn-4-ene-3,20-dione, 16,17-epoxy-, (16alpha)",3.317049166967187e-09,5.401630854028379e-07,0.0,1.5018670435401597e-09,1.630278901584779e-05,3.698001652892968e-07
"Propane, 2-methyl",3.255935803312797e-05,1.1761973782469905e-05,3.8097625508830284e-05,1.514970413027093e-05,3.0457762562984163e-05,3.978726080323576e-05
Propanedioic acid,2.7860148254991692e-05,2.3014179859151952e-05,1.9511628227902818e-05,1.0261147424161165e-05,2.2786821843590108e-05,2.1143605220811348e-05
"Propanoic acid, 2-methyl-, hexyl ester",3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
"Propanoic acid, 2-oxo",3.317049166967187e-09,0.00016480081606449958,0.00015389540151439373,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
"Propanoic acid, 2-hydroxy-3-phosphate-",3.317049166967187e-09,3.2150133015745745e-05,1.38972320822724e-06,5.9854742218891424e-06,1.917958704543705e-08,3.698001652892968e-07
Propylamine,1.9795645477592118e-05,1.816004922937347e-05,1.1630028902558375e-05,9.901359718928036e-06,1.4128713087854016e-05,3.14905036478822e-05
Protocatechoic acid,1.616923836971354e-05,2.283836865138379e-05,1.887068240475639e-05,1.616923836971354e-05,7.817249984686151e-06,2.5077891059761747e-05
Putrescine,3.317049166967187e-09,9.746818746062618e-07,8.355607329454319e-07,7.975342044517285e-07,1.917958704543705e-08,2.7860148254991692e-05
Pyridoxic acid,3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,0.0002184093386384633
Pyridoxine,3.317049166967187e-09,2.288712591576638e-09,0.0,0.00019189117591188157,1.917958704543705e-08,3.698001652892968e-07
Pyrogallol,3.375311155399184e-05,2.1932952715233096e-05,5.120879916819872e-06,6.0356557680024845e-06,1.1009017472615811e-05,5.383517191631775e-05
Pyroglutamic acid,0.00024823249909638334,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
Pyrrole-2-carboxylic acid,1.7967467463707408e-05,1.9795645477592118e-05,1.4864586454833723e-05,2.5077891059761747e-05,2.1834977799224203e-05,1.5023138006759788e-05
Ribitol,1.910563731616014e-05,2.7857133842763493e-06,6.973314190749594e-06,1.5018670435401597e-09,5.508355273131858e-06,5.393937924956675e-06
Ribonic acid,3.317049166967187e-09,5.627939780306909e-06,6.5438836421960575e-06,3.1647344176765684e-05,4.745906300508213e-05,1.0894776337191838e-05
Salsoline,4.583419628296123e-06,5.508355273131858e-06,5.78660675571529e-06,4.463384885273438e-06,3.534753816188769e-06,0.00024823249909638334
Sebacic acid,3.317049166967187e-09,2.288712591576638e-09,9.176438227712362e-05,0.00013610394511226988,1.917958704543705e-08,3.698001652892968e-07
Sedoheptulose anhydride,2.3773058557190056e-05,2.83600203602203e-05,4.6386620429870207e-07,1.836056416543893e-06,1.603110529073754e-05,1.0386845766700366e-05
Serine,9.268868110722537e-06,9.425500260985755e-06,1.4518114604552435e-05,1.4518114604552435e-05,1.717122286859092e-05,2.105898820992524e-05
Ser-Leu,3.317049166967187e-09,2.288712591576638e-09,0.0,0.00010163574140592947,1.917958704543705e-08,3.698001652892968e-07
Sinapinic acid,0.00011183143908487498,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
Stearic acid,2.929367821373273e-05,1.939805458292396e-05,5.9082902501027024e-05,2.6598217044704094e-06,9.425500260985755e-06,0.00011183143908487498
"Stigmast-5-ene, 3beta",3.317049166967187e-09,7.832566589464594e-05,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
Stigmastanol,3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
Suberic acid,9.486867271749878e-06,1.2128426444807097e-05,1.4716248240761122e-05,1.2621640375920451e-05,1.1761973782469905e-05,2.1289514608228618e-05
Supraene,1.2072245970380529e-05,1.1009017472615811e-05,7.31820055108666e-06,3.730631084829245e-06,3.2677213517781227e-06,3.50469864040057e-05
Syringaldehyde,1.3670646908920618e-05,1.777017388964433e-05,1.536592651890115e-05,2.2583294684846227e-05,1.9795645477592118e-05,1.9795645477592118e-05
Syringic acid,3.978726080323576e-05,3.272055131890429e-05,2.532296107365242e-05,1.0894776337191838e-05,2.553707235007485e-05,1.0261147424161165e-05
Tetrahydro-2-furanylmethanol,3.317049166967187e-09,3.978726080323576e-05,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.8097625508830284e-05
Tetrahydrogeranyl formate,1.805522489530305e-05,1.636421583195918e-05,1.4544582915854815e-06,9.603791893972332e-06,2.2140108627121924e-05,3.956451497395668e-05
Tetrahydrolinalool,3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
Thymidine,2.6598217044704094e-06,5.120879916819872e-06,8.027817364163943e-06,3.8445826984084885e-05,8.027817364163943e-06,7.486126882586817e-06
"Thymidine, 5'-phosphate",3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,3.4184008197819116e-06,3.698001652892968e-07
"Thymine, 1,3-dimethyl-6-hydroxymethyl",1.636421583195918e-05,4.1436507173324335e-05,2.891541583068076e-05,2.1643036174431583e-05,1.1917979989316106e-05,1.2016705068176967e-05
trans-Coniferryl alchool,3.317049166967187e-09,2.288712591576638e-09,0.0,7.55108067730924e-05,1.917958704543705e-08,3.698001652892968e-07
Tributyl acetylcitrate,3.317049166967187e-09,1.1917979989316106e-05,0.0,1.5018670435401597e-09,6.602528415902421e-05,3.698001652892968e-07
Tricine,1.38972320822724e-06,1.5308412125154441e-06,4.0178073401525405e-05,2.5522233466767726e-06,3.978726080323576e-05,3.698001652892968e-07
Triethanolamine,1.0386845766700366e-05,1.0894776337191838e-05,1.8743380129594983e-05,1.8383402216274176e-05,1.2323662411938441e-05,2.1932952715233096e-05
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",8.784195921187054e-06,1.8383402216274176e-05,0.0,6.602528415902421e-05,2.4535257256643036e-05,3.698001652892968e-07
Triphenylene,3.317049166967187e-09,2.288712591576638e-09,0.0001247006424192702,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
Tripropylene glycol monomethyl ether,1.4781676122417061e-05,1.5770150150179934e-05,2.9318075602327214e-06,1.777017388964433e-05,3.7529811613002966e-05,2.6110884570729686e-05
Trisaminol,1.3777551865963965e-05,1.9730405206250328e-05,6.7727348997407e-06,5.120879916819872e-06,5.78660675571529e-06,1.757444474833436e-05
Tyrosine,6.5438836421960575e-06,4.836203143128063e-06,1.2323662411938441e-05,1.9511628227902818e-05,1.1406293571200671e-05,1.0732063138688449e-05
Undecanoic acid,5.627939780306909e-06,6.84637212882438e-06,5.627939780306909e-06,4.245495791478588e-06,4.245495791478588e-06,1.657876497583457e-05
Uracil,4.836203143128063e-06,7.817249984686151e-06,1.3966068169517628e-05,2.3176593250985778e-05,1.0386845766700366e-05,9.603791893972332e-06
Urea,2.9318075602327214e-06,2.3783645125629813e-06,4.149837448191821e-06,8.784195921187054e-06,1.2072245970380529e-05,2.2395648107797876e-05
Uridine,3.1562037456670997e-06,6.684098568706045e-06,4.463384885273438e-06,3.4018174026168576e-05,4.836203143128063e-06,6.0356557680024845e-06
Valylglycine,3.317049166967187e-09,2.288712591576638e-09,0.0,2.9092428362042667e-05,2.6598217044704094e-06,3.698001652892968e-07
Valylvaline,1.2621640375920451e-05,1.2323662411938441e-05,1.4327388252791498e-05,4.4778905346350206e-05,1.1630028902558375e-05,3.698001652892968e-07
Vanillic Acid,3.317049166967187e-09,2.288712591576638e-09,0.0,1.5018670435401597e-09,1.917958704543705e-08,3.698001652892968e-07
Vanillin,1.1823612346456874e-06,1.1823612346456874e-06,8.837618555691014e-06,2.105898820992524e-05,6.84637212882438e-06,1.8383402216274176e-05
Xylazine,2.8667740313560866e-05,1.8648784226797527e-05,2.5077891059761747e-05,1.5018670435401597e-09,2.6110884570729686e-05,8.49036634763833e-06
"Xylonic acid, delta-lactone",5.393937924956675e-06,6.7727348997407e-06,3.574596130795985e-06,3.921669419651076e-05,3.255935803312797e-05,9.425500260985755e-06
Xylose,4.245495791478588e-06,1.8484160585226226e-05,4.745906300508213e-05,5.356181458473537e-05,1.917958704543705e-08,1.7967467463707408e-05
