NAME,75_feci_100322,100_rep_110322,101_rep_110322,102_feci_100322,103_rep_110322,104_feci_100322,105_rep_110322,106_110322,81_feci_100322,83_feci_20_81,84_feci_100322,108_rep_110322,109_110322,110_110322,113_110322,88_feci_100322,89_feci_100322,115_110322,116_110322,118_110322,120_110322,121_REP_140322,122_110322,70_feci_09032022,97_rep110322,124_110322,125_110322,126_110322,129_110322,Feci_DSS-T0_896_27022024,Feci_DSS-T0_897_27022024,Feci_DSS-T0_T0.5_27022024,Feci_DSS-T0_T0.6_27022024,Feci_DSS-T0_T0.7_27022024,Feci_DSS-T0_T0.8_27022024,Feci_DSS-T1_111_27022024,Feci_DSS-T1_B901_27022024,Feci_DSS-T1_B902_27022024,Feci_DSS-T1_T1.5_27022024,Feci_DSS-T1_T1.6_27022024,Feci_DSS-T1_T1.8_27022024,Feci_DSS-T3_90_28022024,Feci_DSS-T3_91_28022024,Feci_DSS-T3_906_28022024,Feci_DSS-T3_907_rep_28022024_2,Feci_DSS-T3_T3.6_28022024,Feci_DSS-T3_T3.7_28022024,Feci_DSS-T3_T3.8_28022024,Feci_DSS-T5_128_28022024,Feci_DSS-T5_B911_28022024,Feci_DSS-T5_B912_28022024,Feci_DSS-T5_T5.5_28022024,Feci_DSS-T5_T5.6_28022024,Feci_DSS-T5_T5.7_28022024,Feci_DSS-T5_T5.8_28022024,Feci_LPS_CTRL_934_23022024,Feci_LPS_CTRL_935_23022024,Feci_LPS_CTRL_938_26022024,Feci_LPS_CTRL_940_26022024,Feci_LPS_CTRL_943_26022024,Feci_LPS-CTRL_941REP_01032024,Feci_LPS_2.5H_944_26022024,Feci_LPS_2.5H_945_26022024,Feci_LPS_2.5H_946_26022024,Feci_LPS_2.5H_947_26022024,Feci_LPS_2.5H_948_26022024,Feci_LPS_2.5H_949_26022024,Feci_LPS_2.5H_950_26022024,Feci_LPS_2.5H_953_26022024,Feci_LPS_24H_954_26022024,Feci_LPS_24H_956_26022024,Feci_LPS_24H_957_27022024,Feci_LPS_24H_958_26022024,Feci_LPS_24H_959_26022024,Feci_LPS_24H_962_27022024,Feci_LPS_24H_963_27022024,Feci_LPS-24H960REP_01032024,Feci_Vecpac-WT_3297REP_01032024,Feci_Vecpac-WT_3302_29022024,Feci_Vecpac-WT_3307_29022024,Feci_Vecpac-WT_3319_29022024,Feci_Vecpac-WT_3329_29022024,Feci_Vecpac-WT_3337_29022024,Feci_Vecpac-WT_3353_29022024,Feci_Vecpac-WT_3354_29022024,Feci_Vecpac-WT_3369_29022024,Feci_Vecpac-WT_3673_28022024,Feci_Vecpac-WT_3674_28022024,Feci_Vecpac-WT_3675_28022024,Feci_Vecpac-WT_3677_28022024,Feci_Vecpac-WT_3678_28022024,Feci_Vecpac-WT_3679_29022024,Feci_Vecpac-WT_3680_29022024,Feci_Vecpac-WT_3681_29022024,Feci_Vecpac-WT_3687_29022024,Feci_Vecpac-WT_3688_29022024
"Pentanoic acid, 4-methyl-2-oxo-",0.0000114,0.00000239,0.00000587,0,0.00000395,0.0000226,0.00000399,0.0000114,0.0000107,0,0.0000178,0,0.00000912,0.0000214,0.0000361,0.00000838,0.0000271,0.0000165,0,0,0,0.00000561,0.000000545,0.00000709,0.00000183,0,0,0.00000155,0,0,4.66792E-05,2.68933E-05,3.78452E-05,0,4.06621E-05,0,0,0,0,0,6.10489E-06,0,0,0,1.4423E-05,0,3.66669E-06,4.57421E-06,0,0,0,3.2474E-05,0,0,0,0,0,0,1.63022E-05,2.19217E-05,0,0,0,2.43099E-05,1.46514E-05,2.41161E-05,0,0,0,1.75038E-05,0,0,0,0,2.62161E-05,2.10555E-05,0,0,0,1.51095E-07,0,0,0,0,0.000110281,0,0,3.72806E-05,0,0,2.0178E-05,0,0,0,5.92681E-05,0
Pentanoic acid,0.00000866,0.000000804,0.00000231,0.0000244,0.00000132,0.0000412,0.00000176,0.0000254,0.00000732,0,0.0000172,0.00000284,0.0000104,0.0000268,0.0000427,0.0000131,0.00000473,0.0000241,0.00000139,0.00000605,0.00000131,0.0000101,0.00000135,0,0.0000013,0,0.00000451,0.00000172,0.000000337,9.10289E-06,1.05583E-05,9.03089E-06,1.09164E-05,1.00136E-05,1.17759E-05,5.0106E-06,4.72244E-06,9.99284E-06,7.494E-06,4.81151E-06,5.37708E-06,3.61301E-06,5.74892E-06,6.48188E-06,5.96488E-06,1.04895E-05,5.28302E-06,9.3856E-06,9.93524E-06,1.35793E-05,4.78439E-05,1.19539E-05,8.23408E-06,8.88652E-06,7.50174E-06,4.85517E-06,2.01031E-06,5.10313E-06,2.94042E-06,1.05348E-05,1.54739E-05,8.75822E-06,1.27976E-05,1.38968E-05,8.57081E-06,1.09924E-05,2.47737E-05,1.02955E-05,1.26209E-05,1.05276E-05,9.89327E-06,9.46529E-06,7.47404E-06,1.47172E-05,8.01578E-06,7.55725E-06,6.98368E-06,9.93556E-06,5.8873E-06,6.35615E-06,4.94997E-06,6.44357E-06,6.20976E-06,4.62753E-06,1.38535E-05,5.78996E-06,6.16436E-06,4.15484E-06,8.0896E-06,6.6066E-06,6.73073E-06,4.94219E-06,8.15034E-06,5.7959E-06,6.38649E-06,7.24067E-06
"Pentitol, 3-desoxy",0.00000645,0.00000394,0.0000152,0.00000347,0.00000634,0.0000122,0.00000404,0.00000444,0.00000796,0.0000199,0.0000303,0.00000964,0.00000355,0.0000154,0.0000668,0.00000675,0.0000123,0.000021,0.0000198,0.0000444,0.0000468,0.0000062,0.0000175,0.0000049,0.00000457,0.00000993,0.00000569,0.00000419,0.00000126,2.95969E-05,6.01554E-06,4.12392E-06,1.86595E-05,1.75291E-05,2.18696E-06,0,5.48917E-05,1.39719E-05,1.48105E-07,4.02721E-05,3.89971E-05,5.65518E-06,7.75717E-06,9.31821E-06,4.7857E-06,3.29743E-05,4.3748E-05,2.27305E-05,1.27711E-05,2.50996E-06,0,3.1319E-07,4.12067E-06,4.06533E-06,2.35203E-06,1.34161E-05,6.26109E-05,8.81886E-06,3.0551E-05,4.25546E-07,4.93726E-06,7.64817E-06,5.22102E-06,6.18442E-06,1.38818E-05,8.28536E-06,1.62648E-06,1.31877E-05,8.41364E-06,7.80737E-07,1.49099E-05,2.61541E-05,8.53096E-05,9.54416E-06,9.79973E-06,2.5572E-05,0,1.33185E-05,2.37238E-05,4.10988E-06,5.8892E-06,1.90711E-05,1.81108E-06,2.05013E-05,1.72869E-05,3.94963E-06,2.47361E-06,1.16353E-05,3.89773E-06,1.17926E-05,4.47451E-06,1.37382E-05,6.24148E-06,0,4.0904E-07,1.71988E-05
Phenol,0.0000117,0.00000848,0.000011,0.00000391,0.00000694,0.00000813,0.00000717,0.0000115,0.00000647,0.000015,0.000013,0.0000132,0.00000666,0.000017,0.000023,0.0000108,0.0000213,0.000032,0.0000168,0.0000212,0.00001,0.0000122,0.00000793,0.0000106,0.00000737,0.0000114,0.0000142,0.00000849,0.00000283,5.17737E-06,8.25124E-06,8.2561E-06,9.446E-06,8.6773E-06,1.02106E-05,6.97215E-06,6.46914E-06,1.04007E-05,5.72173E-06,6.76409E-06,7.85315E-06,8.93923E-06,7.50513E-06,5.59855E-06,9.5523E-06,8.73834E-06,5.99244E-06,9.68971E-06,1.22967E-05,1.54788E-05,8.02861E-05,1.95182E-05,1.06647E-05,1.16154E-05,9.55282E-06,1.50815E-05,1.13771E-05,5.63742E-06,8.10413E-06,6.8974E-06,5.95028E-05,1.02122E-05,1.1578E-05,9.87243E-06,1.01288E-05,1.1827E-05,2.39694E-05,1.15187E-05,1.2909E-05,1.05449E-05,1.05777E-05,6.84271E-06,8.69871E-06,1.2687E-05,1.02589E-05,2.69216E-06,6.52414E-06,8.94611E-06,5.98716E-06,9.14107E-06,6.89142E-06,4.09786E-06,7.93035E-06,3.71429E-06,7.15058E-06,4.03251E-06,3.87561E-06,3.35801E-06,3.20017E-06,4.10888E-06,3.75248E-06,3.78307E-06,4.67358E-06,4.1208E-06,4.34626E-06,4.52608E-06
phenoxyethanol,0.0000134,0.0000101,0.0000028,0.00000534,0.0000092,0.0000104,0.0000111,0.00000833,0.00000602,0.0000225,0.0000134,0.0000152,0.00000895,0.0000118,0.0000297,0.0000154,0.00000376,0.0000247,0.0000196,0.0000245,0.0000133,0.0000123,0.00000859,0.00000679,0.00000376,0.0000137,0.0000135,0.00000883,0.00000317,1.86792E-05,1.80363E-05,1.55475E-05,1.82715E-05,2.27601E-05,2.24325E-05,5.08423E-06,4.69825E-06,7.31505E-06,1.77031E-05,3.98613E-06,4.84462E-06,6.07936E-06,4.4328E-06,3.79675E-06,4.74222E-06,8.97531E-06,3.68413E-06,8.62758E-06,8.58089E-06,9.91174E-06,5.15238E-05,1.48778E-05,8.77242E-06,9.81112E-06,6.91485E-06,2.18638E-05,1.7444E-05,6.79107E-06,6.53767E-06,9.74989E-06,4.50928E-05,8.11292E-06,7.46242E-06,1.0108E-05,9.01126E-06,9.48315E-06,1.80534E-05,9.73074E-06,8.52938E-06,7.7348E-06,1.19011E-05,1.4108E-05,1.11873E-05,1.52329E-05,1.22209E-05,1.00417E-05,7.88279E-06,1.17077E-05,6.02804E-06,9.66959E-06,8.90334E-06,7.50012E-06,1.06361E-05,7.56689E-06,1.25956E-05,5.53643E-06,6.02269E-06,6.96834E-06,5.63207E-06,6.14732E-06,7.03979E-06,8.10309E-06,7.34662E-06,7.3175E-06,7.2773E-06,7.81211E-06
Phenylalanine,0.00000744,0.0000219,0.0000131,0.0000053,0.0000145,0.0000131,0.0000177,0.0000283,0.00000292,0.0000337,0.00000293,0.0000211,0.00000212,0.00000459,0.00000189,0.000000269,0.000000231,0.00000172,0.00000989,0.0000033,0.00000132,0.00000181,0.00000439,0.0000065,0.00000783,0.0000158,0.0000451,0.0000103,0.00000319,3.65409E-05,1.04108E-05,1.7885E-05,2.49403E-05,1.05211E-05,4.00392E-05,6.89574E-06,1.15038E-06,6.91318E-06,5.36891E-06,1.87538E-06,1.00239E-06,1.29428E-06,3.67839E-06,1.85205E-06,8.99458E-07,5.13363E-06,6.89013E-06,6.45507E-06,1.52524E-05,6.30691E-06,1.19424E-05,4.30873E-06,3.92888E-06,7.53821E-06,5.63919E-06,3.27898E-06,1.43618E-06,4.50793E-06,1.48687E-05,5.17144E-06,1.85851E-05,1.02501E-05,7.44667E-06,1.00741E-05,1.23013E-05,1.85022E-05,9.66187E-06,1.24894E-05,2.22621E-05,1.04115E-05,4.81945E-06,1.12249E-05,8.80439E-06,1.81732E-05,1.49E-05,7.90886E-06,4.80732E-06,4.46919E-06,1.61385E-05,9.91633E-06,1.02244E-05,1.47853E-05,7.30206E-06,5.88163E-06,6.39991E-06,3.73458E-06,3.05696E-06,3.86603E-06,2.54335E-06,2.99151E-06,3.64895E-06,1.09205E-05,5.75517E-06,5.37716E-06,4.1288E-06,6.6271E-06
Phenylpropanolamine,0.0000274,0.00000147,0.00000224,0.00000104,0.00000126,0.0000209,0.0000114,0.00000135,0.00000641,0,6.53E-09,0.00000254,3.97E-08,0,4.07E-08,0,0,0,0,6.44E-08,0.000000245,0,0.000000594,0.00000492,0.00000608,0.00000444,0.00000132,0.0000185,0.00000932,0,2.75115E-05,0,3.56247E-05,0,0,0,0,0,0,2.24721E-05,0,0,7.10269E-08,1.41136E-06,8.66568E-10,0,1.65469E-05,1.39143E-10,0,0,0,0,5.16432E-08,0,2.06793E-06,9.92698E-06,0,1.10064E-05,4.37218E-06,0,0,0,5.19771E-06,0,3.44485E-07,7.54212E-06,1.04185E-06,1.10882E-06,6.01504E-06,5.34285E-06,0,8.58724E-06,8.33475E-06,1.95513E-05,7.52536E-06,0,0,0,0,0,0,0,6.94886E-06,0,1.43864E-06,0,0,5.83255E-06,3.02886E-06,0,0,4.46412E-06,5.44316E-06,4.29141E-06,4.68239E-06,6.42818E-06
Phloretic acid,0.00000907,0.0000211,0.0000255,0.0000115,0.0000116,0.0000167,0.00000445,0.00000552,0.00000385,0.00000579,0.00000403,0.00000962,0.00000445,0,0.000012,0.00000537,0.00000315,0.00001,0.0000101,0.000034,0.00000608,0.00000614,0.00000671,0.0000109,0.0000164,0.00000686,0.000011,0.00000472,0.00000326,0,0,4.40494E-05,0,0,0,8.77219E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122452,0,0,0,0.000115498,0,0,0,6.15327E-05,0,0,0,0,0,0,0,0,0,0,4.17145E-05,0,0,0,0,1.70282E-05,1.04768E-05,0,7.41889E-06,1.76381E-05,0,0,0,0,0,0,0,0,9.14649E-06,0,5.57127E-06,0,0,0
Phthalazin-1-one ,0.00000644,0.00000944,0.0000189,0.0000044,0.0000116,0.00000978,0.0000128,0.00000511,0.00000447,0.0000155,0.00000711,0.0000175,0.00000673,0.000012,0.0000306,0.00000838,0.0000109,0.0000206,0.0000258,0.0000359,0.0000167,0.00000921,0.00000827,0.00000632,0.00000548,0.0000191,0.0000158,0.0000128,0.00000342,9.24462E-06,9.69765E-06,9.72606E-06,9.91778E-06,8.99061E-06,1.08727E-05,8.07904E-06,5.98051E-06,1.17995E-05,8.62956E-06,6.94103E-06,9.56876E-06,9.15289E-06,7.62656E-06,6.56539E-06,7.10602E-06,1.37968E-05,6.45595E-06,1.20262E-05,1.00055E-05,1.27585E-05,8.73626E-05,1.52047E-05,9.52309E-06,9.35356E-06,8.78266E-06,1.01863E-05,8.55789E-06,8.65667E-06,9.46868E-06,1.02053E-05,6.3467E-05,1.08214E-05,1.15824E-05,1.4373E-05,9.20597E-06,1.15257E-05,2.37361E-05,1.02022E-05,1.17074E-05,1.04896E-05,8.53017E-06,1.21366E-05,8.02211E-06,1.42761E-05,7.93659E-06,8.30198E-06,6.79463E-06,1.70342E-05,7.66744E-06,6.91768E-06,5.77058E-06,7.5964E-06,7.48856E-06,6.92264E-06,1.44578E-05,7.30541E-06,6.97626E-06,8.96248E-06,1.02936E-05,8.66235E-06,6.9798E-06,7.8866E-06,9.80924E-06,6.64406E-06,8.23606E-06,8.73785E-06
Phthalimide,0.00000753,0.0000093,0.000018,0.0000056,0.0000138,0.0000129,0.000011,0.00000912,0.00000329,0.0000116,0.00000742,0.0000161,0.00000557,0.0000117,0.0000174,0.00000504,0,0.0000437,0.0000181,0.0000192,0.0000101,0.0000161,0.00000678,0.00000606,0.0000042,0.0000151,0.0000144,0.00000938,0.00000303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41973E-05,0,0,7.22742E-05,0,3.4858E-05,0,0,0,0,0,0,0,0,0,0
Picolinic acid,0.0000118,0.0000124,0.0000212,0.00000922,0.0000183,0.000022,0.0000091,0.00000904,0.00000526,0.0000138,0.00000797,0.0000222,0.0000043,0.00000999,0.0000191,0.00000373,0.00000528,0.00000947,0.0000119,0.0000105,0.00000864,0.00000733,0.00000841,0.00000774,0.00000636,0.0000145,0.0000159,0.00000991,0.00000346,1.30913E-05,1.36773E-05,1.1777E-05,1.5782E-05,1.56551E-05,1.62052E-05,7.55116E-06,5.10722E-06,1.16204E-05,8.42434E-06,5.74521E-06,7.5926E-06,4.74066E-06,6.89777E-06,3.46248E-06,3.94735E-06,9.53889E-06,4.85397E-06,8.49536E-06,1.27337E-05,1.13485E-05,4.56225E-05,9.47406E-06,8.39314E-06,8.5202E-06,8.76057E-06,4.11081E-06,3.71031E-06,8.25046E-06,6.70686E-06,1.05046E-05,4.80531E-05,1.17972E-05,8.57703E-06,1.1543E-05,8.63189E-06,9.86821E-06,1.77383E-05,1.16667E-05,1.26097E-05,8.00868E-06,8.73193E-06,1.28766E-05,8.31355E-06,1.42233E-05,7.89183E-06,9.61311E-06,4.93044E-06,1.39158E-05,6.32026E-06,8.38312E-06,7.97392E-06,6.19962E-06,9.40091E-06,4.52934E-06,1.04429E-05,4.59864E-06,4.93128E-06,5.02711E-06,5.87394E-06,5.89189E-06,5.49721E-06,4.89048E-06,6.83762E-06,7.02248E-06,4.32067E-06,4.2937E-06
Pimelic acid,0.00000134,0.0000114,0.0000176,0.00000641,0.0000137,0.0000116,0.0000112,0.00000994,0.0000057,0.0000208,0.000014,0.0000153,0.0000112,0.000017,0.0000199,0.00000913,0.000011,0.0000191,0.0000222,0.0000262,0.0000137,0.00000944,0.00000913,0.00000849,0.000000604,0.0000137,0.0000123,0.00000738,0.00000266,5.27371E-06,4.67309E-06,2.99852E-06,1.746E-06,3.61912E-06,3.35764E-06,7.20612E-06,4.51583E-06,2.72231E-05,8.18125E-06,5.66955E-06,7.53574E-06,9.05024E-06,5.5244E-06,2.26643E-08,2.09068E-06,1.33299E-05,0,1.11979E-05,7.87689E-06,4.1302E-06,0.000155159,7.25071E-06,3.32796E-06,2.01419E-06,9.35025E-06,1.49635E-05,1.71136E-05,5.81553E-06,2.7493E-06,1.50453E-06,0.000100427,5.39358E-06,4.68883E-06,1.63804E-05,3.1842E-06,2.85394E-06,1.10608E-05,5.81574E-06,8.89541E-06,7.25383E-06,8.98444E-06,3.83024E-06,3.15449E-06,3.82175E-05,2.27327E-06,8.98309E-06,1.67154E-06,2.34587E-05,2.89791E-06,8.15956E-06,3.45521E-06,2.54116E-06,1.79243E-06,1.15177E-06,6.94824E-06,2.23575E-06,1.52089E-06,4.75632E-06,4.53561E-06,1.08216E-06,1.01909E-06,1.38901E-06,6.19712E-06,1.2275E-06,1.23718E-06,2.08516E-06
Pipecolic acid,0.0000116,0.00002769,0.000034,0.00000781,0.0000228,0.0000195,0.00001377,0.000022597,0.00000367,0.00001761,0.0000097,0.0000345,0.000005029,0.00001286,0.0000108,0.00000577,0.00000744,0.00000612,0.0000421,0.00001716,0.00001845,0.00001211,0.0000138,0.00001272,0.0000085,0.0000448,0.0000504,0.0000236,0.0000065,4.08293E-05,2.00578E-05,2.99028E-05,4.29722E-05,3.89944E-05,5.6457E-05,7.45727E-06,5.3722E-06,6.78295E-06,9.19057E-06,6.25458E-06,4.93233E-06,4.80843E-06,8.03634E-06,7.40754E-06,6.76057E-06,1.0607E-05,6.33537E-06,9.89942E-06,1.02746E-05,1.52205E-05,2.30721E-05,2.4504E-05,1.16377E-05,3.88654E-05,8.42272E-06,1.73253E-05,1.06012E-05,1.35575E-05,1.45514E-05,1.32037E-05,1.62894E-05,2.02307E-05,1.37098E-05,2.718E-05,2.45605E-05,3.3372E-05,1.92586E-05,1.64886E-05,3.53266E-05,1.27085E-05,1.82775E-05,1.54975E-05,1.44516E-05,1.75237E-05,1.8645E-05,1.69636E-05,1.26882E-05,1.58965E-05,2.3729E-05,1.48688E-05,1.90147E-05,1.14059E-05,1.26052E-05,1.59729E-05,1.28705E-05,6.88832E-06,1.21675E-05,1.02067E-05,1.01086E-05,1.62665E-05,1.13574E-05,1.65116E-05,1.49746E-05,2.13829E-05,1.19551E-05,1.27572E-05
"Pregn-4-ene-3,20-dione, 16,17-epoxy-, (16alpha)",0,0.00000709,0.00000478,0,0.00000432,0,0,0,0,0.00000239,0,0.000014,0.00000308,0.0000151,0.0000204,0.0000213,0.0000221,0,0,0.000044,0.0000132,0,0,0.00000618,0,0,0.0000108,0.0000143,0.00000403,0,0,0,0,8.69336E-05,0,0,0,0,4.19209E-08,0,0,0,0,3.42662E-09,4.77203E-05,1.98813E-07,0,0,0,0,0,0,5.14649E-05,0,0,0,1.40894E-07,0,0,8.75839E-06,0,0,0,8.97741E-08,0,0,0,0,0,1.04616E-06,0,0,0,0,0,0,0,6.63645E-05,0,2.77447E-10,0,0,0,0,0,0,0,0,0,0,0,0,1.78326E-05,0,0,0
"Propane, 2-methyl",0.00000905,0.00000892,0.0000129,0.00000627,0.00000862,0.0000127,0.0000104,0.00000702,0.0000055,0.0000173,0.0000168,0,0.00000735,0.0000159,0.000027,0.0000118,0.0000183,0.0000175,0.0000295,0.0000277,0.0000285,0.0000101,0.0000086,0.00000637,0.00000391,0.0000132,0.0000125,0.00000977,0.0000029,9.53577E-06,9.17222E-06,8.10246E-06,1.06606E-05,8.57191E-06,0,9.03535E-06,6.75657E-06,1.41632E-05,1.06308E-05,6.27059E-06,1.05499E-05,1.06997E-05,9.20439E-06,7.53319E-06,5.94951E-06,1.29891E-05,8.14247E-06,1.46096E-05,9.5818E-06,1.07564E-05,8.29971E-05,1.6952E-05,1.11413E-05,8.37267E-06,1.0055E-05,1.49774E-05,5.80637E-06,1.46394E-05,8.97747E-06,1.37373E-05,7.66209E-05,0,2.82056E-06,1.94437E-05,1.58339E-05,0,3.05245E-05,0,0,1.6965E-05,1.24238E-05,2.15155E-05,1.28628E-05,0,1.31121E-05,1.06666E-05,7.30855E-06,2.44194E-05,4.20064E-06,9.70183E-06,7.90476E-06,9.20307E-06,0,7.02061E-06,2.16822E-05,8.82658E-06,7.65412E-06,1.08638E-05,1.04243E-05,8.7222E-06,7.98075E-06,8.99776E-06,0,1.09844E-05,1.13949E-05,9.3219E-06
Propanedioic acid,0.00000785,0.0000103,0.0000142,0.00000516,0.0000112,0.0000111,0.00000924,0.0000108,0.00000575,0.0000175,0.0000123,0.000018,0.000013,0.0000237,0.0000322,0.00000999,0.0000124,0.0000145,0.0000228,0.0000272,0.0000139,0.00000516,0.00000765,0.00000699,0.00000416,0.0000142,0.0000126,0.0000076,0.00000313,1.03773E-05,1.50485E-05,9.42214E-06,1.22028E-05,1.21341E-05,9.36849E-06,1.06028E-05,7.28227E-06,1.58302E-05,1.36054E-05,8.5486E-06,1.0243E-05,7.64556E-06,8.3941E-06,1.13481E-05,1.10726E-05,1.2684E-05,8.39762E-06,1.44084E-05,1.29853E-05,1.38108E-05,3.27237E-05,1.21785E-05,1.14401E-05,1.30369E-05,9.84993E-06,1.27427E-05,9.48234E-06,8.64659E-06,6.95758E-06,1.09646E-05,3.81269E-05,9.37216E-06,1.21419E-05,1.49034E-05,7.42274E-06,9.41961E-06,2.48368E-05,8.03555E-06,1.22352E-05,1.12617E-05,1.10661E-05,1.64315E-05,1.09032E-05,1.86825E-05,7.88936E-06,1.25991E-05,6.56816E-06,9.50278E-06,7.7672E-06,6.48303E-06,4.37737E-06,6.71165E-06,7.28967E-06,5.21355E-06,1.37325E-05,5.83344E-06,6.50093E-06,5.36859E-06,5.77902E-06,6.3703E-06,5.61873E-06,5.33393E-06,1.08346E-05,8.65913E-06,6.6165E-06,8.14649E-06
"Propanoic acid, 2-methyl-, hexyl ester",0.00000485,0.0000106,0.00000855,0,0.00000806,0.00000622,0,0.00000527,0,0.0000345,0.00000791,0.000044,0.0000153,0.0000129,0.0000266,0.00000657,0,0.0000181,0.0000168,0,0.0000134,0.00000473,0.0000073,0.0000067,0.00000364,0.000012,0.0000119,0.0000072,0.00000264,0,0,0,0,9.31151E-06,3.19427E-05,0,0,6.06041E-06,2.65197E-05,0,0,0,1.37712E-06,0,0,0,0,2.49591E-06,0,2.61777E-05,9.57033E-05,0,4.0178E-06,1.88962E-05,2.03588E-05,0,0,0,0,0,0,0,7.13194E-05,0,0,0,0,0,0,0,0,0,0,0,3.29014E-05,0,0,0,7.62087E-05,0,0,0,0,0,0,0,0,0,0,0,9.37621E-06,8.91363E-05,0,0,0,0
"Propanoic acid, 2-oxo",0.00000998,0.0000139,0.0000303,0.00000761,0.0000168,0.000016,0.000012,0.0000111,0.00000386,0.0000118,0.00000927,0.0000136,0.00000737,0.0000151,0.0000185,0.00000771,0.00000953,0.0000091,0.0000157,0.0000212,0.0000103,0.00000452,0.000006,0.0000108,0.00000543,0.0000127,0.0000122,0.00000692,0.00000307,0,0,0,0,7.59312E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149225,7.63172E-05,0,0,0,0,0.000146297,7.97133E-05,0,0,0,3.09348E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36261E-05,0,0,1.84713E-05,0,0,0,0,1.94879E-05,0,0,0,0,0
"Propanoic acid, 2-hydroxy-3-phosphate-",0,0,0,0,0,0,0,0,0,0.00000866,0.0000641,0.0000097,0.000000595,0,0,0.0000316,0.0000127,0,0.0000447,0.0000385,0.0000324,0.000000117,0.0000001,0,0,0.00000101,0.00000308,0,5.55E-08,1.93208E-06,2.39564E-07,0,7.87958E-07,1.52068E-06,1.17607E-06,4.02739E-06,1.41724E-05,1.00424E-05,9.02899E-07,1.79605E-05,2.30932E-05,2.71211E-06,7.98591E-06,1.72753E-05,7.9486E-06,2.71541E-05,1.82996E-05,1.81162E-05,0,2.09153E-06,1.48712E-06,8.56907E-06,0,1.79582E-05,0,0,1.31514E-05,1.7899E-06,4.59656E-06,0,0,3.20913E-05,6.85345E-06,1.41765E-05,3.15691E-06,2.50189E-05,2.34961E-05,4.39304E-05,1.40949E-05,1.13791E-05,4.31428E-06,0,0,0,9.19045E-06,0,2.76603E-06,0,0,5.1315E-06,4.89268E-06,0,9.22187E-06,1.48755E-05,0,0,0,1.26717E-05,0,1.45614E-05,2.15805E-05,1.44014E-05,1.372E-06,6.00878E-06,1.80855E-05,3.01843E-05
Propylamine,0.00000743,0.00000774,0.0000151,0.00000573,0.0000102,0.0000117,0.0000106,0.0000089,0.00000558,0.000017,0.0000127,0.0000161,0.00000741,0.0000143,0.000028,0.0000104,0.0000156,0.0000143,0.000021,0.00003,0.0000146,0.00000846,0.00000924,0.0000067,0.00000444,0.0000144,0.0000148,0.0000104,0.00000317,8.34309E-06,9.67463E-06,8.15592E-06,1.97075E-05,8.13094E-06,9.09525E-06,6.86271E-06,6.19897E-06,1.27782E-05,7.94021E-06,5.42114E-06,5.5572E-06,8.31346E-06,7.39812E-06,6.90502E-06,5.47362E-06,1.094E-05,5.28244E-06,9.91716E-06,1.16752E-05,1.63614E-05,7.92959E-05,1.40222E-05,1.06476E-05,9.79729E-06,1.06204E-05,1.01799E-05,8.06106E-06,6.71411E-06,6.87098E-06,7.93412E-06,6.14571E-05,9.26539E-06,1.12273E-05,1.285E-05,7.79579E-06,1.04946E-05,2.33737E-05,9.46248E-06,1.0544E-05,9.48417E-06,9.27614E-06,1.32462E-05,8.46991E-06,1.62287E-05,7.31822E-06,8.00187E-06,5.82859E-06,2.57283E-05,1.04297E-05,2.54583E-06,2.58561E-06,1.27819E-05,4.01244E-06,9.52054E-06,3.30726E-05,1.18791E-05,1.09501E-05,1.166E-05,1.35396E-05,1.06468E-05,1.05561E-05,8.54882E-06,2.27861E-06,1.24126E-05,1.14573E-05,1.35365E-05
Protocatechoic acid,0.0000119,0.0000131,0.0000178,0.00000452,0.00000802,0.00000976,0.00000605,0.00000569,0.00000678,0.00000724,0.00000795,0.00000797,0.00000173,0.0000119,0.00000891,0.00000128,0.00000527,0,0.0000118,0.0000209,0.00000684,0.0000209,0.00000744,0.00000994,0.0000112,0.0000106,0.0000152,0.00000332,0.0000107,1.06654E-05,1.16894E-05,9.78675E-06,1.09358E-05,6.44974E-06,1.05192E-05,0,0,9.95572E-06,1.16494E-05,0,1.10139E-05,5.33653E-06,7.56998E-06,8.38263E-06,5.01744E-06,4.54295E-06,0,1.2048E-05,8.18028E-06,1.10322E-05,5.20902E-05,8.24141E-06,1.06332E-05,0,7.55011E-06,8.96346E-06,9.37159E-06,8.43137E-06,9.40942E-06,5.56919E-06,4.68831E-05,6.01343E-06,6.20631E-06,1.27141E-05,9.63489E-06,1.02007E-05,2.19879E-05,5.3431E-06,5.47692E-06,6.18609E-06,0,1.15205E-05,1.02648E-05,7.70887E-06,3.70972E-06,0,6.66018E-06,1.76256E-05,0,7.62268E-06,0,9.55777E-06,6.03675E-06,3.67593E-06,1.38939E-05,3.49856E-06,3.29096E-06,6.90287E-06,8.41437E-06,8.60787E-06,3.62276E-06,7.27501E-06,4.16805E-06,7.12692E-06,6.27804E-06,3.29652E-06
