NAME ,CSF 75 103 20122021,CSF 106 20122021,CSF 105 21122021,CSF 101 102 104 21122021,CSF 81 83 108 113 21122021,CSF 109 21122021,CSF 110 21122021,CSF 113 20122021,CSF 88 118 21122021,CSF 89 PROVA 07122021,CSF 115 116 121 122 21122021,CSF 118 120 21122021,CSF  96 20122021,CSF 70 21122021,CSF 97 21122021,CSF 123 124 126 20122021,CSF 129 21122021,DSS 71+77+T0.5 090224,DSS 72+74+T0.8.2 090224,DSS 73 090224,DSS 76 090224,DSS B896 090224,DSS T0.5+B897 090224,DSS T0.7 090224,DSS T0.8 090224,DSS 79+111+80+902 090224,DSS 114+107 090224,DSS BT1.8 090224,DSS T1.5+T1.7+902 090224,DSS T1.6+901 090224,DSS 85+86+T3.8+78+906 120224,DSS 91  120224,DSS 117  120224,DSS 122+90+87  120224,DSS 906+T3.8 120224,DSS 907  120224,DSS T3.6  090224,DSS T3.7  090224,DSS 93+126+T5.6 120224,DSS 95+127 120224,DSS 129+94+128 120224,DSS 911+T5.6 120224,DSS 912  120224,DSS T5.5+T5.8  120224,DSS T5.7 120224,3297 VECPAC 190224,3354+3353VECPAC 190224,3369+3673+3371+3677 VECPAC 190224,3674+3677 VECPAC 190224,3677+3688 VECPAC 190224,3679 VECPAC 190224,3680+3629.1 REP VECPAC 200224,3681 VECPAC 190224,3687 VECPAC 190224,VECPAC 3678+3675 120224,3296+3296.1 VECPAC 200224,3306+3296+3296.1VECPAC 200224_2,3328+3356 VECPAC 190224,3330+3347+3689 VECPAC 190224,3352+3370+3689 VECPAC 200224,3355+3364+3665 VECPAC 200224,935 CTR LPS CSF 070224,936 CTR LPS CSF 070224_2,937 CTR LPS CSF 070224,938+942 CTR LPS CSF 070224,939+940.2 CTR LPS CSF 070224,940+934 CTR LPS CSF 070224,941 CTR LPS CSF 070224,942 CTR LPS CSF 070224,943 CTR LPS CSF 070224,"944+946 CSF 2,5H 080224","945+949 CTR 2,5H CSF 070224","948 CSF 2,5H 080224","950+951+947 CSF 2,5H 080224","952+953 CSF 2,5H 080224",954+961 CSF 24H 080224,955+961 CSF 24H 080224,956 CSF 24H 080224,957 CSF 24H 080224,958+963 CSF 24H 080224,959 CSF 24H 080224,960+962+963 CSF 24H 080224
Monocaproin,80800992.69,77307650.36,139121926,137027912.5,157375989.4,169423202.3,144239837.1,75672656.7,146657988.7,384672685.6,128150349.6,132797718.5,89094859.13,70486810.1,75889137.95,126591664.1,148562165,400256881.7,0,251467560.8,155962239.4,113849387.2,11825978.76,107739696.3,0,202350981.2,173678414.5,58049188.02,158930492.1,0,24301945.56,0,141282397.3,211753509.2,0,65516279.22,213118276.2,230769395.1,141314374.1,575471207.2,0,0,102479609.3,300491969.9,121064292.3,144673270.3,193225937,542406136.3,220109267.7,0,116860837.4,150097594.3,60749469.56,0,0,105530633.5,98959118.94,0,154271278.9,134498491.2,228146008.1,165744736.1,68793367.96,0,1087628164,89108961.83,0,646666226.1,0,0,164444313.4,0,116299278.2,0,0,251460600,0,0,0,0,98733786.71,132376122.2
m-Toluic acid,315640.6597,167976.9391,253060.5267,78200.24008,196958.1932,285330.0017,174868.6628,173512.3102,229538.6254,125084.6591,274164.038,204742.0818,173139.7527,157937.6687,191996.3504,280726.6144,147484.2046,176539.8783,160221.4518,239746.0254,182973.1234,173100.2894,251495.3374,169910.1848,161959.1062,180805.7175,240251.1251,196284.8577,198668.5596,167633.2474,255384.7957,125049.7491,209216.7005,231977.1706,161091.735,191045.7735,146890.6468,266416.8682,200679.3716,198830.1044,342191.2439,183026.3376,199993.1278,299523.1543,139101.5408,163527.2806,267432.7795,307978.4018,289236.2376,234644.3253,155286.5063,153586.9595,190632.4681,186620.1714,192699.2983,154547.1712,120956.4382,227281.1888,163419.2627,249316.2301,171410.8369,221127.8782,91490.50655,207884.3343,110346.8842,120506.4604,210875.5327,162811.1117,142901.7874,201515.1276,310382.6763,278785.3755,230561.0987,144773.1509,191316.2156,247522.712,241345.1551,205935.6579,267352.5595,248142.8231,281482.1425,120446.2275
Myristic acid,2148655.525,1558922.009,1467945.926,1555716.919,1432403.429,1669522.067,1608917.784,1459717.902,1406142.098,2569437.828,1618117.607,1372548.331,1132364.775,1171804.54,1443610.221,2372361.014,1221198.277,2500056.209,1506672.066,2420389.501,1487369.564,1479138.233,1790902.731,1195181.778,1862993.727,1407160.456,1839522.447,1338711.082,1356161.159,1289158.177,2814678.08,767659.8879,1507152.245,1759428.309,971898.9092,1274155.188,1179244.252,1979304.286,1351187.88,1545706.89,2666306.675,1982747.085,1000881.246,1731405.412,810286.2363,757720.9252,2229950.523,2211044.81,2089915.195,1796047.566,1058052.194,1392106.38,1031250.633,1351247.175,861143.8655,1403571.468,1189904.502,1370222.907,1293148.846,2822618.769,2750888.361,1040402.195,1225076.982,1555910.302,1578324.57,1870252.551,1687810.462,1509153.854,876822.2604,1293722.148,5524017.213,1691803.034,1302881.153,1946894.275,1471351.413,1190271.578,1180567.942,834652.4585,1544856.002,1691363.578,1103560.664,1491900.145
"N,N-Dimethyl-2-aminoethanol",1699858012,1373704256,1109525924,1214435014,1600461790,3863519093,2928923951,1787521727,1243419163,545247861.4,1259288328,739909885.5,596374266.1,818370535.6,596229144.6,1425235496,780032490.6,3283474253,827725348.3,4819928929,1662982414,552840614.4,1376633337,1064512458,0,1141674315,1239147203,1049794223,999340553,1228374770,0,906834146.9,1431155089,1950346360,1245363766,1206744493,917674336.2,1964271772,1144519027,1180459103,2445937945,2480495404,702369620,1129586581,888848894.1,966562216.2,2003651172,2038274114,1859951975,2242741210,909533387.3,831772414.5,314626212,567651986.8,736430158.8,1092025227,1159339978,911533418.2,1356577287,2015257630,3188948730,1331643084,1130401138,2230474743,2068426217,2383392785,2482876208,3270962656,756983665.7,1436469384,0,2287955028,1971882822,1836530247,1398921377,0,882019033.6,842093958.9,0,1171481626,0,1648262240
"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",0,0,0,0,0,0,0,28948875.19,13071985.35,16542959.56,12842772.09,37045397.09,24941850.13,40155896.22,807105.6746,0,32186526.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340189077.1,0,0,0,0,0,0,0,0,0,0,0,0,0,194393758.4,0,0,0,0,0,0,0,0,0,0,0,15216721.13,0,0,0,0,0,0,13943678.96,14845342.56,19122126.13,0,142725744,20628124.07,18037973.35,0,0,0,0,10622097.64,0,0
N-Acetylaminoethanol,1072030974,2694406846,1333631192,3033042420,1259127834,3190636798,824867237.3,2038445082,1624068467,256652199.1,3075117619,1692710966,4037721787,2351645754,3166618786,590810585.2,3430179951,1520194581,1718861065,1344639041,2335780625,2266635471,1774139442,1826431581,2873589196,1682841444,2392998844,2676346410,2637497725,2217818678,2676032977,2181781866,1853116888,2046760175,1492336246,1882611367,2022891032,3727788922,1796460947,2352927294,1369635066,1398458937,2038652191,2450418373,2195765727,1344565045,1785022814,2214231108,2373248982,1502671507,884071240.4,2516304929,1186323376,2414907711,1044331210,3044751475,1522090238,2050312066,3649151936,3293433650,2747961061,1058714225,2007149355,1988688186,2530910841,2749745023,1328613399,1458629686,2139683773,3385146524,2742933136,3380831333,1534773600,502013343.7,2220951184,2541769719,2244476748,1881119414,2596851865,1407015509,2495806282,1869235937
N-Acetylaspartic acid,1002310.64,799651.3869,142992.6668,1447102.736,1366766.757,1504756.628,1575723.498,897160.0306,975173.7095,0,1181290.541,943128.208,514921.973,578686.7341,500270.2278,454728.779,614322.2358,574254.2647,281481.2895,59264.80471,1356878.627,761726.2738,715338.8137,664408.8261,242174.2533,1135947.982,541965.1636,221891.8774,394365.1631,703010.4776,2682479.987,278913.4054,884581.4759,1984003.234,713984.4831,862645.3429,851836.2784,884486.5433,1081080.103,614997.7495,2632862.588,2224139.014,176616.0209,224205.0801,131144.9391,586495.8845,0,1725292.376,896836.8407,1636722.323,435007.3379,249505.4583,22409.13062,208841.0385,755320.9672,475989.9785,770437.0357,640796.4664,1966241.673,890736.0654,2385472.602,713258.3828,884158.1607,406250.7177,1695579.327,1179315.119,1253579.94,261649.8865,0,379665.3762,1285369.46,2520458.127,1037204.978,437907.3293,641064.8809,1493991.291,323571.3471,357997.601,1144102.903,451563.3709,473681.2504,970143.5972
N-Acetyl-L-alanine,1566089.373,315662.5979,1093655.529,865588.1157,1394582.679,292331.3034,1160339.041,291996.6218,1375318.826,1067608.05,879975.3168,249534.4347,326198.4961,244579.0292,262741.144,247593.67,773618.1238,710053.0352,622846.9155,829455.3606,640030.1622,567973.0865,874353.4225,552943.8207,799416.4586,775317.7924,736279.8164,603051.9977,723287.0061,608724.9572,893494.4679,572607.4847,776307.6218,832398.3761,710090.9746,705778.2074,548768.6993,846313.8635,669993.2765,703114.0895,1118191.771,1168470.32,587809.5725,827547.1366,431118.2984,636038.3883,734839.3618,947959.4591,732853.8127,891787.311,538032.074,702192.762,636357.0388,330285.49,408362.9066,753803.9934,552483.8386,694361.5057,929998.1185,1416153.968,772054.5385,531010.0062,601760.9055,724650.869,742764.2056,812933.9804,758175.6532,834608.5833,500068.2693,697465.0655,849184.0092,801430.526,555694.6675,791667.1761,922215.6869,773823.9242,680031.9311,681371.2506,747814.564,946451.5404,731557.048,642123.6314
"Naringenin 4',7-dimethylether",0,208755.9056,0,0,409269.5186,422993.2896,0,0,0,0,0,0,0,0,0,0,1513705.629,0,512914.5792,1247480.402,130265.6785,180465.9089,417852.5882,680679.9689,440134.8653,554430.2605,43557.01912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987482.1406,0,0,1416964.3,0,0,0,0,0,0,152347.5679,204194.9179,259597.9992,186196.0506,235571.5552,235970.2617,165376.936,204441.6551,0,122740.7721,113592.4897,136914.6182,84109.52112,116766.8873,68444.12003,176074.3407,138293.9506,135931.2861,133135.5601,138940.0432,147195.4205
N-Caffeoyl-O-methyltyramine,1964.929072,0,0,0,214.9205945,0,0,423.2818194,0,2926.260928,0,0,0,1852.33272,439.1548896,96.8646523,0,1518.933459,0,232.1895893,246.7349529,439.1459981,0,786.3491823,1581.253345,467.2532894,571.3107418,538.5763614,0,153.4349007,353.5017165,171.4020601,470.0697312,128.5767001,367.7918592,0,0,1889.270626,286.8012305,0,161.5940949,599.3635455,1982.654244,94.78360317,0,222.0307828,326.5947822,0,165.0167515,141.0436843,0,595.2409822,0,9.109427213,415.8998998,523.6180122,906.9728995,816.4159742,866.6618891,1930.231923,533.1579807,0.253828607,205.4340578,1719.596966,795.5634642,0,247.0444632,412.185536,282.9404221,2004.228047,228.9180514,0,157.4188528,377.5411506,114.5844604,0,431.9003807,815.3639136,537.3587696,811.7071455,234.9622318,403.7416821
N-Ethylamphetamine,30408326.35,199602585.9,162974022.1,14286893.94,46267676.97,190953871.2,111023258.1,127081194.2,119762827.1,0,195960842.5,100900018.1,306691208.7,200808043,281625425.2,36865410.04,403799082.9,247486336.2,181939149.9,0,156272645,169960819.7,175808583.3,0,148726977.2,142641876.2,157025854.2,193953443.9,135938606.4,159962139.5,186518664.2,117020201.7,127598541.9,166868859.6,117343945.6,113139978.3,135674895.2,263121873,0,162013508.2,222362599.5,199962484.8,119722125,266504058.2,97861198.75,142730549.8,355573212.9,184126718,180684812.2,177349113.2,62468053.42,0,86218993.8,130386149.4,108002404.1,170555299.7,120182977,126430810.4,156503100.7,160637528,218395629.1,121107941.5,52644956.55,167306662.6,135978122.6,180535620.6,131163892.8,257895840.9,106401238.2,136310020.4,123870032,230643171,174513587.2,166244013,155132154.8,153506253.8,148565308.3,105785724.5,122581924.2,204841862.5,118143076.3,130900620.7
N-Ethyldiethanolamine,5134570.537,6938904.756,7852305.463,12597392.95,8862007.426,8571655.659,9416466.664,5824069.597,8067281.076,2185563.994,11786645.62,8285861.784,9270807.874,8407015.196,9086777.559,3393158.395,8929357.587,12016137.08,5901670.764,13186207.34,7738282.296,9452345.993,13091408.61,4195193.721,6398702.283,5719008.284,9631525.113,5465651.671,10629086.91,7602528.746,8174162.163,4533948.72,7132263.172,7795579.343,4917767.78,5520688.673,6180425.377,10356684.99,5418584.983,12023946.03,11192236.14,7980981.14,6674323.639,8430827.135,4350160.132,4859340.784,10381145.06,7666707.149,10093830.66,6677965.421,5153061.435,9662120.742,5405689.542,7300842.806,6472825.796,7908233.411,7122889.658,6375900.026,7807476.545,12953107.79,10850479.31,5556126.572,5435959.405,6631309.779,7435303.873,5497146.974,7956185.179,13577462.7,5885262.353,6599898.104,5331520.568,10704863.24,9963159.077,13326670.42,8431193.604,8889767.229,6874959.279,5036679.603,9346306.54,13825314.03,5022638.049,4955019.589
Niacin,113089.3476,80406.6298,80572.46918,82326.29923,82744.75279,189428.1486,84034.28983,79900.66163,73689.1087,94056.41564,80212.3782,74078.09787,66889.23602,62892.54352,61854.39045,163927.9912,62491.35662,142388.5843,58621.38948,190036.7689,91048.8753,89620.37849,114830.6142,58198.51134,58647.81689,59204.82448,97847.09725,55257.64456,67711.96787,96503.75228,125221.8337,60724.20332,79902.57696,118504.2228,76233.85961,61247.33564,59695.59193,137191.2831,76745.44051,86016.1985,108563.0543,95496.59903,55984.44147,158607.8051,44219.99174,69673.52256,124794.7866,103173.7067,102657.8432,130211.0519,95049.6097,102713.7826,50427.77344,64463.80695,116123.4639,53535.80993,78520.03304,96458.97824,94154.92815,76266.49105,84215.9338,69921.10423,63108.87665,89918.28254,80593.98441,98054.83139,106252.0813,156801.3576,0,70534.45537,128251.0067,138020.4101,0,173338.1282,96818.75371,107926.9306,48221.20926,102957.4175,96956.99209,100533.9062,86241.99388,78752.77573
Niacinamide,164861383.7,165847761.1,123229917.6,77769002.06,151826969.9,230543518.1,218425446.8,161614848,135672107.1,57054885.25,144694770.1,114111405.4,77400570.8,106918406.7,76545420.12,237206331.9,108205776.4,125228987.7,58198855.34,392237540.5,147828856.2,84903317.77,90294618.45,68546072.13,123857187.5,121942313.5,128322436.4,128971686.5,98640365.51,86589561.06,345958838.6,106575123.4,168846774.6,174365101.1,120440842.7,148469748,52660272.33,100874475.2,111282831.1,96469146.98,328674124.7,122523552,72951015.49,180473694.6,87637283.24,144970340.9,0,227440968,156419919.9,321609347.5,0,154626353.4,45250120.18,0,91456665.8,74134764.46,136267913.2,133435279.3,222322652.3,147068025.1,358577434.3,122956667.2,137400414.1,197206386,242963432.7,48359469.87,175890433.5,145298059.9,86440469.23,145893092.2,190979180,244452248.9,154809934.7,114876474,0,113371693.5,110178428.3,79723537.39,239212975.1,87269580.61,124033046.2,144007943.9
N-Isobutyrylglycine,0,0,0,150168822.7,0,0,0,0,0,159166193.4,78864885.51,0,0,106494288.6,182406120.4,231512840.8,114474554.2,44255326.91,19390238.65,134726513.4,77882547.21,76737611.15,60840176.71,9051204.645,80897361.01,65006881.91,67080651.44,64250155.55,78501275.7,33569633.54,132513541.6,34849516.85,86228911.48,40043490.87,79234545.27,40897469.02,48575328.37,53302133.98,78387306.58,32574486.84,67031330.53,87097745.04,16784754.82,33442139.89,41933353.81,18840664.93,0,109125992.4,72878961.58,85282472.86,89195350.31,41824969.67,20198303.8,28315772.27,58845104.82,30479961.32,94510894.4,73098336.75,70427341.83,90196532.91,79685416.08,51784509.57,63332678.09,108806717,55287007.84,63853305.88,151920176,34363270.89,48723648.65,80561215.61,88777174.73,67074322.24,97314636.55,33613451.19,77409990.15,19090949.55,49989126.25,44665032.71,38328862.66,1454743.418,55576863.76,31886541.84
N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,23632.01452,17561.23601,0,14159.19651,15745.58166,18104.48502,17324.14151,16613.96661,16747.26348,18075.96361,11035.31073,15461.93871,19381.39726,15765.87685,16184.58701,28535.86025,14548.10845,0,13006.65011,0,20673.07078,19528.74831,29823.30216,20057.77975,17235.37335,22702.10038,22983.22166,20354.26872,18003.1693,19428.41007,0,18263.03413,21818.62885,22200.84027,12235.95669,15374.91005,16380.81644,0,0,17199.66066,17342.31929,22590.29658,18918.14774,32461.86195,20744.13802,13493.78102,29663.9012,19300.77874,19011.92474,19633.55697,11230.58484,15476.34056,14235.25639,14965.05974,10784.71506,12629.26777,12212.88641,15417.15303,14505.31235,20109.29329,19802.59089,19529.79237,10873.5976,0,0,14131.56353,18725.51829,0,15036.56115,16903.50339,19675.13493,25795.08224,22613.78227,29795.63548,17838.57674,19416.69778,14471.10229,16021.00077,20310.64378,25091.2822,18575.61756,19689.93655
N-Methylacetamide,139466448.8,98841706.88,143557045,124550696.6,105474877.6,139408559.5,144243030.7,110879656.8,116800349.3,61542421.36,116593766.2,99670132.71,108245728.5,116705081.5,114066456.6,97949182.67,124925588.2,200770813.6,134739937.1,111111431.2,104833260.3,89526602.35,139608460.4,65850334.16,101867237.3,101340311.5,102594104.7,84930281.06,89769831.39,106788187,136589488,78499461.38,97907103.51,110074627.4,87527400.24,89135345.53,89810842.07,159133669.5,133814958,113479524.6,172306716.1,161506160.1,74214314.57,187679886.8,107635616.3,66088004.61,280715857.5,126569994.8,127378419.5,115245483.7,60001552.28,102352876.9,61361138.99,101017296.5,100898738.2,120923110.7,86809969.22,55309440.6,104623600,161970027.6,176189292.6,59528342.54,70182458.65,88806550.97,84834874.89,119651722.5,47012025.4,186008582.8,78593655.58,95648721.05,120868072.3,161795095.7,143542471.4,164003145.6,115539502.1,118527602.5,94559202,94890193.81,158605873.3,177775745.3,110588857.9,133821733.5
Nonanoic acid,459446913.2,345713045.6,356808122.9,193399944.3,325225038.9,360019972.9,304912556.9,353294356,314236036.9,504564137.5,353989992.7,321560740.8,302162834.3,275385354.1,359736611.2,460299324.7,324571485.8,423280091.8,306356709.8,423236804.8,302823840.1,333679672.8,328385329.6,226006567.7,253612831.4,470763926.5,394828555,386382795.9,393209483.2,307780174.3,456280200,237402891.1,317173077.8,303218074.7,293172366.3,285552155.1,229886133.3,487942938.7,324871776.2,361909223.7,636279285.8,287218658.2,275475426.9,394318631.6,301843032.5,344595145.9,452890055,389397264.2,360300592.8,354709057.2,250885818.1,345557992.5,261818731.4,402280766.5,330391029.4,321532563.1,260853363.8,400681434.6,389025992.1,349867405.1,352578876.6,329809190.2,0,615757872,0,0,356945178.9,581366598.2,319754237.8,400349990.1,546071335.4,564866335.9,469764581.8,13811888.17,417400864.5,402278722.2,440237535.4,458406446.2,10000815.05,521609348.5,559460118.4,299276932.3
Norephedrine,20054575.08,291342736.5,612637770.1,504650936.7,467131414.1,533433152.3,522369403.4,157110114.8,344260261.9,604532553.9,268930518.8,500331815,221833864.3,620034353.4,297512980.9,22379307.76,281242429.3,0,0,0,0,921390858.6,0,153752780.1,320199231.8,170564032.8,0,199272508.5,0,0,2271765989,83184697.17,239669995,0,154418652.6,87957950.59,0,400485022.2,0,0,3023455153,0,0,0,2300593086,74262934.74,216851483.3,644238630.3,655547698,1118833599,64259296.87,445695253.9,92714288.66,0,609372219.8,0,0,0,632793415.6,0,1346408298,316739937.5,574529277.6,580755940.6,938818961.1,877632039.6,468228036.9,0,0,0,0,0,790419430.4,2456654540,741254304.2,0,0,0,0,0,0,0
Norketamine,0,0,0,0,279.856639,1062.555807,1658.935019,984.0980353,0,0,220.8759287,557.1889803,66.33385758,0,161.2152314,0,368.2231532,215.470586,230.2234208,292.833249,519.4667919,217.1982337,188.0512944,313.9680842,469.8350862,205.5354223,346.6162975,295.0304027,265.0310146,326.6738312,475.3504593,348.0080806,553.9288722,339.4103516,245.2987387,284.4086572,242.878745,356.9463074,309.6262356,222.7027074,574.1817626,66.76724395,138.6784191,523.3847404,259.5487442,149.7790158,167.1766425,631.3278321,506.6557,344.2803598,252.5750441,426.0485513,19.73647103,337.1096786,196.7082295,195.407348,327.3924599,425.4973879,405.0218004,183.7689103,475.5453001,268.1021151,234.1104987,484.4087462,405.1209445,393.5664881,333.679996,451.0272331,219.2531155,285.4372842,374.9537554,444.5971513,41.70335337,212.8868131,332.8077686,380.7617375,410.7448898,277.4167685,424.6686996,14.76052997,280.4372795,349.8451667
"Norleucine, N-trimethylsilyl-",758482533.5,563998480.7,532758540.1,485461582.2,733933337.7,1027416194,859942039.7,697983269.4,677949463.2,212629266,489723829.1,638389837,568833626.1,474133490.5,418749624.7,699991584.9,510619820.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17048700149,0,0,0,0,0,0,0,0,0,4631708134,0,0,0,0,0,5110406236,0,0,0,0,0,0,0,0,0,0,0,0,0,5697001407,0,0,0,4321980696,0,0,0,0,0,0,0,0,0,0,2767543009,0
Octacosanol,19973444.83,22397142.27,12384626.44,18043604.29,28096144.53,32970177.48,16125419.13,41979461.77,5492453.266,25237965.17,5810676.166,13170333.8,0,12054754.91,8910613.669,2830337.671,9919222.466,72883345.79,0,21722164.61,0,39391196.68,37609134.12,0,40788758.75,34641157.57,0,0,5062257.923,37953646.96,15394046.42,0,0,0,0,12185777.84,0,34095509.83,8968549.2,11953444.76,20592262.42,17072724.16,7498696.314,29038832.78,6742528.011,38687015.3,0,0,29683879.89,58708574.94,0,0,0,0,0,0,0,0,47110025.29,0,85007095.51,13147776.82,9572957.908,0,16812356.53,0,12893131.51,11020927.83,0,30666033.69,7549906.33,21820330.59,0,46232092.69,5203082.386,5070702.937,38269006.54,0,0,89266378.26,16701832.96,15969008.61
"Octadecanoic acid, octyl ester",2613044.505,3535445.571,3020248.054,4028739.986,2805723.586,3353642.843,2556644.937,3230193.167,2273366.098,3145632.646,2620490.886,2469503.552,3189376.76,2847496.416,3975755.009,3193112.995,3975262.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17289964.2,0,0,0,0,0,0,0,0,0,0,19937432.63,12498419.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Octadecanoic acid,8401.148475,3399.721531,0,1532.047655,0,9207.236379,0,8530.710116,0,0,0,0,0,1496.646432,358.1375843,10007.73054,0,6298.250693,0,0,3887.003402,0,0,0,4820.500165,3726.473787,4770.024123,0,0,0,4675.570171,3029.001393,4046.254207,3535.82504,0,18302.6225,2849.673499,0,0,3824.106322,0,6948.494921,0,0,0,7196.357174,1241.063835,1372.543278,1094.589157,6226.234306,0,0,5958.743389,900.8634173,0,0,947.5627846,3727.626522,0,10186.26762,1556.034364,0,0,0,2019.963382,2420.182848,0,0,0,0,0,2800.989057,3153.828106,2672.558103,5833.540582,10238.4838,5876.436976,0,2544.579935,3146.217727,10062.4696,2266.100054
Octanoic acid,15877968.4,17896402.67,12534604.54,3821462.483,8772431.989,18890557.99,11141343,1136856.261,8663968.963,37117043.27,12468813.71,9790801.119,17183013.93,12900783.21,12685653.07,30438492.29,13264180.03,81167225.12,66461205.49,56098249.35,42220682.48,50690515.69,0,43764287.56,0,0,0,62442690.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19120706.67,0,23304657,0,24715054.39,11310817.24,0,20090470.97,20370434.31,20877901.6,0,13477130.57,29134200.61,14280728.35,14794572.93,17059929.71,13398735.77,23269802.9,13483578.98,14677112.57,8767807.528
Octocrylene,4352.358916,21008.47147,17025.66801,16122.0031,8621.255001,17346.21784,13230.57156,9641.117221,15537.19095,4973.466128,15023.12888,18855.39453,16220.03576,10006.02076,30269.19747,0,19447.08475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112556.2619,0,0,0,0,0,0,0,35989.1958,0,0,0,0,242926.1368,0,0,0,0,0,3031.056114,0,0,0,0,0,0,0,220666.9978,0,0,0,0,0,0,0,0,0,0,0,0,105798.4667,0,0,101130.3113,0,86674.91783,0,0,0,0,0
Oleamide,39715861.49,41853788.85,32793196.13,30931043.55,31820473.19,44244488.6,27277692,36004129.18,57361154.44,58470351.28,35709717.98,36246681.08,29626066.34,28019134.97,33108297.85,37523446.52,47266547.86,68219594.66,24709141.42,99531171.69,75081706.51,25018434.37,49557865.39,31803879.54,18531561.5,15287193.7,24235887.07,27763140,50498740.09,62450514.85,51839189.05,10896309.94,37046554.19,15260288.72,24916419.35,64831820.7,15349516.76,58997093.84,24228318.75,52643902.97,30607962.44,46529741.53,32169751.98,19924938.59,9317477.876,27810653.35,26399533.88,38979660.81,14018357.11,14441550,14366007.33,113285133.4,14556356.04,40313498.67,30366416.31,83582752.61,11107417.46,7784598.474,16935773.91,17090757.77,138817600,30240962.91,7906583.346,292262772.9,43751139.98,6842829.792,15146146.78,23341703.81,14128990.93,13782933.84,48498294.01,16781938.01,64473730.58,67428133.9,17966962.36,7059054.875,8139487.985,17930878.36,11719172.48,51154788.49,22039599.09,19839983.65
Oleic Acid,21706557.38,12995792.35,12863844.13,33085433.83,11681954.4,36284486.4,20397786.94,8247302.278,14539627.17,46325298.01,21802081.48,11403607.48,11079326.1,0,13518425.9,14906526.62,10229500.39,139824522.1,68868174.22,204128230.6,0,0,0,0,0,6276883.695,4527929.6,2531185.133,2675646.758,0,0,0,0,0,3577394.671,2827121.567,13370860.45,0,24423909.92,6936452.877,0,0,3496554.763,9897166.329,2513933.501,6054211.48,34311680.53,27265623.34,23343622.62,30021077.71,7622777.424,9473400.891,6415552.944,6075408.199,2148482.659,18457250.78,7941350.257,8897930.793,12691580.09,21311077.57,61326667.67,0,0,0,0,0,0,0,0,0,243346110.6,0,0,0,0,0,0,0,0,0,0,128560864
Olomoucine,0,1295.570307,948.4524847,1072.038563,175.1485138,261.8534735,0,0,0,107.1249108,0,1613.684085,197.0339964,0,0,0,601.4554567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3970.969262,0,0,0,2693.903084,0,0,0,0,3666.076485,0,0,0,0,0,5903.399332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxalic acid,1119763958,689882001.1,1008164284,406467712.5,739178065.8,537521174.1,995837299.3,1200420502,1234270572,402208160.7,492167975.1,1195624504,936038757.1,872364436.8,812041684.4,1157746340,908464295.7,765372226.8,535005012.3,612392388.9,750900550.1,1016877042,868076871.1,533094123.9,716939268.7,777034023.1,1009326660,824560719,907610126.8,575305765.2,921407426.3,1146235755,1037851619,944560730.8,631646743,789637379.4,799311781,1129366599,936247943.7,883960201.3,1051453835,1239135685,917652188.7,1200002462,704242417.9,661373490.7,1136759622,1102117954,898418278.6,1000300628,711209886.5,912961867.7,710655344.3,795047533.2,634641084.1,750524728.1,811037206.3,1069748031,946040188.2,910670399,791469497.6,617107617.1,1016849545,662086465.3,904966021.8,764238504.5,828372041.1,646310640.3,607369338.7,955971856.8,1030253483,1349791785,1220930064,630452542.6,1121524213,843886459.5,733802436.6,659573017.4,793635708.3,1107356521,914037431.6,760389966.3
"Oxalic acid, di(cyclohexylmethyl) ester",1695.976178,0,0,978.5473304,1781.80346,1639.910558,564.9334292,942.0328041,0,6304.82844,5979.074079,342.2532582,818.1422251,1157.200372,527.7634199,3174.431471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9279.073113,0,0,13973.57884,0,0,0,0,0,0,0,0,0,0,0,8749.985552,0,0,0,0
