Node 1 ID,Node 1 Name,Node 1 Tissue,Node 2 ID,Node 2 Name,Node 2 Tissue,Node 1: Direction of Change,Node 2: Direction of Change,Total Sample Size,"Pooled/Avg. Correlation Coefficient, Spearman",FDR-Adjusted P-Value,"Pooled Correlation P-Value, Spearman",Meta-Analysis P-Value,"Correlation Coefficient, Spearman, VECPAC","Correlation P-Value, Spearman, VECPAC","Sample Size, VECPAC","Correlation Coefficient, Spearman, LPS","Correlation P-Value, Spearman, LPS","Sample Size, LPS","Correlation Coefficient, Spearman, DSS","Correlation P-Value, Spearman, DSS","Sample Size, DSS",Node 1: Degree,Node 1: Degree Percentile,Node 1: Feces-Degree (# Connected Nodes in Feces),Node 1: Feces-Degree Percentile,Node 1: Plasma-Degree (# Connected Nodes in Plasma),Node 1: Plasma-Degree Percentile,Node 1: Plexus-Degree (# Connected Nodes in Plexus),Node 1: Plexus-Degree Percentile,"Node 1: BiBC, Feces-Cortex, via Plasma","Node 1: BiBC, Feces-Cortex, via Plasma (%ile)","Node 1: BiBC, Feces-Cortex, via Plexus","Node 1: BiBC, Feces-Cortex, via Plexus (%ile)","Node 1: BiBC, Feces-Cortex, via Both","Node 1: BiBC, Feces-Cortex, via Both (%ile)","Node 1: BiBC, Feces-Striatum, via Plasma","Node 1: BiBC, Feces-Striatum, via Plasma (%ile)","Node 1: BiBC, Feces-Striatum, via Plexus","Node 1: BiBC, Feces-Striatum, via Plexus (%ile)","Node 1: BiBC, Feces-Striatum, via Both","Node 1: BiBC, Feces-Striatum, via Both (%ile)","Node 1: BiBC, Plasma-Plexus","Node 1: BiBC, Plasma-Plexus (%ile)","Node 1: BiBC, Plasma - Cortex","Node 1: BiBC Percentile, Plasma - Cortex","Node 1: BiBC, Plasma - Striatum","Node 1: BiBC Percentile, Plasma - Striatum","Node 1: BiBC, Choroid Plexus - Cortex","Node 1: BiBC Percentile, Choroid Plexus - Cortex","Node 1: BiBC, Choroid Plexus - Striatum","Node 1: BiBC Percentile, Choroid Plexus - Striatum","Node 1: BiBC, Choroid Plexus - Remaining Brain","Node 1: BiBC Percentile, Choroid Plexus - Remaining Brain","Node 1: BiBC, Choroid Plexus - Other Transcriptomics","Node 1: BiBC Percentile, Choroid Plexus - Other Transcriptomics",Node 1: Frustration,Node 1: Total # of Inputs,Node 1: # Inputs Indicating Up,Node 1: # Inputs Indicating Down,"Node 1: Median Abundance, VECPAC, CRE-","Node 1: Median Abundance, VECPAC, CRE+","Node 1: Median Abundance, LPS, CTRL","Node 1: Median Abundance, LPS, 2.5h","Node 1: Median Abundance, DSS, CTRL","Node 1: Median Abundance, DSS, T1",Node 1: Minimum Control Abundance,Node 1: Coefficient of Variation,Node 2: Degree,Node 2: Degree Percentile,Node 2: Feces-Degree (# Connected Nodes in Feces),Node 2: Feces-Degree Percentile,Node 2: Plasma-Degree (# Connected Nodes in Plasma),Node 2: Plasma-Degree Percentile,Node 2: Plexus-Degree (# Connected Nodes in Plexus),Node 2: Plexus-Degree Percentile,"Node 2: BiBC, Feces-Cortex, via Plasma","Node 2: BiBC, Feces-Cortex, via Plasma (%ile)","Node 2: BiBC, Feces-Cortex, via Plexus","Node 2: BiBC, Feces-Cortex, via Plexus (%ile)","Node 2: BiBC, Feces-Cortex, via Both","Node 2: BiBC, Feces-Cortex, via Both (%ile)","Node 2: BiBC, Feces-Striatum, via Plasma","Node 2: BiBC, Feces-Striatum, via Plasma (%ile)","Node 2: BiBC, Feces-Striatum, via Plexus","Node 2: BiBC, Feces-Striatum, via Plexus (%ile)","Node 2: BiBC, Feces-Striatum, via Both","Node 2: BiBC, Feces-Striatum, via Both (%ile)","Node 2: BiBC, Plasma-Plexus","Node 2: BiBC, Plasma-Plexus (%ile)","Node 2: BiBC, Plasma - Cortex","Node 2: BiBC Percentile, Plasma - Cortex","Node 2: BiBC, Plasma - Striatum","Node 2: BiBC Percentile, Plasma - Striatum","Node 2: BiBC, Choroid Plexus - Cortex","Node 2: BiBC Percentile, Choroid Plexus - Cortex","Node 2: BiBC, Choroid Plexus - Striatum","Node 2: BiBC Percentile, Choroid Plexus - Striatum","Node 2: BiBC, Choroid Plexus - Remaining Brain","Node 2: BiBC Percentile, Choroid Plexus - Remaining Brain","Node 2: BiBC, Choroid Plexus - Other Transcriptomics","Node 2: BiBC Percentile, Choroid Plexus - Other Transcriptomics",Node 2: Frustration,Node 2: Total # of Inputs,Node 2: # Inputs Indicating Up,Node 2: # Inputs Indicating Down,"Node 2: Median Abundance, VECPAC, CRE-","Node 2: Median Abundance, VECPAC, CRE+","Node 2: Median Abundance, LPS, CTRL","Node 2: Median Abundance, LPS, 2.5h","Node 2: Median Abundance, DSS, CTRL","Node 2: Median Abundance, DSS, T1",Node 2: Minimum Control Abundance,Node 2: Coefficient of Variation
252,Sppl3,Choroid Plexus,147,Kif2a,Choroid Plexus,Up,Down,,,,,,,,,,,,,,,29,91.8%,2,79.6%,3,83.4%,29,96.3%,2827.6,97.7%,2757.8,98.5%,2787.6,99.3%,950.8,88.5%,682.9,78.1%,603.5,82.5%,2115.5,89.1%,5887.2,99.1%,1974.3,91.5%,5134.5,98.5%,2136.9,89.1%,2992.1,98.8%,10263.5,97.6%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
254,Cdkn1c,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,73,99.2%,17,97.8%,0,35.8%,73,99.2%,463.8,75.5%,5648.4,99.8%,4590.9,99.8%,70.7,43.9%,3807.2,99.2%,2530.1,98.6%,138.6,35.6%,840.8,76.6%,171.9,45.1%,4488.6,97.6%,2947.7,94.3%,1450.2,90.0%,8886.5,96.5%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
266,Rbm27,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,64,98.6%,1,73.2%,0,35.8%,64,98.9%,21.4,34.0%,178.4,46.9%,121.2,48.7%,168.7,54.1%,370.7,62.7%,301.3,65.7%,742.3,65.8%,77.1,37.7%,396.6,56.6%,713.5,62.1%,1436.6,81.2%,1590.8,91.9%,3740.9,80.3%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
298,Nfyb,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,28,91.3%,1,73.2%,0,35.8%,28,96.2%,344.2,69.5%,2122.8,96.6%,1894.8,98.0%,1376.3,92.7%,5636.6,99.8%,4636.1,99.8%,162.9,37.4%,718.8,73.5%,2874.5,95.5%,4187.4,97.3%,8008.2,99.7%,1432.3,89.8%,13627.9,99.0%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
308,4921504A21Rik,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,40,95.1%,0,34.5%,0,35.8%,40,97.4%,43.8,39.8%,106.9,40.7%,66.5,40.6%,21.9,33.5%,60.7,33.2%,35.5,32.0%,490.2,55.5%,61.7,36.0%,45.6,32.8%,479.6,55.0%,419.2,50.1%,1445.2,89.9%,2344.1,68.1%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
311,Npepps,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,79,99.5%,0,34.5%,0,35.8%,79,99.5%,205.4,58.0%,688.6,77.9%,424.2,75.2%,266.6,60.5%,771.4,81.2%,491.8,77.8%,1000.3,72.8%,527.4,67.4%,632.2,70.2%,3174.1,94.6%,3298.5,95.8%,2373.0,97.0%,8845.6,96.4%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
330,Ap2b1,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,50,96.9%,0,34.5%,0,35.8%,50,98.3%,21.3,33.9%,261.6,54.5%,114.9,47.7%,174.0,54.5%,610.6,75.0%,362.6,70.5%,252.2,42.7%,51.9,34.6%,233.5,49.6%,999.9,72.8%,1386.8,80.2%,642.4,69.5%,3029.1,75.0%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
339,Ap3b1,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,38,94.5%,11,95.1%,4,85.9%,38,97.3%,508.5,77.0%,1768.1,95.3%,1197.3,93.6%,184.4,55.2%,1526.2,93.5%,1012.0,91.7%,1003.1,72.9%,809.5,75.4%,425.0,59.9%,980.4,72.2%,945.2,70.5%,870.5,78.4%,2796.1,72.8%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
344,Wasl,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,96,100.0%,6,89.7%,0,35.8%,96,100.0%,461.5,75.4%,3300.7,99.2%,2340.7,98.9%,395.5,71.2%,1739.2,95.0%,1152.6,93.3%,1646.4,83.8%,578.3,69.2%,617.3,69.6%,3448.8,95.5%,2707.0,93.3%,2213.3,96.1%,8369.1,95.9%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
359,Ergic2,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,85,99.6%,1,73.2%,2,80.0%,85,99.6%,595.6,80.3%,433.3,67.9%,297.8,65.7%,581.7,78.4%,551.6,71.8%,401.9,73.3%,2745.5,93.2%,2797.9,95.6%,2629.7,94.5%,1960.5,87.3%,2512.5,92.2%,2050.2,95.4%,6523.2,92.8%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
380,Psip1,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,59,98.2%,0,34.5%,0,35.8%,59,98.7%,204.8,57.9%,339.1,61.9%,298.2,65.8%,20.9,33.1%,69.3,34.4%,48.8,34.6%,278.1,44.1%,290.7,53.8%,76.0,35.9%,1562.3,82.9%,1217.4,77.1%,1171.0,85.5%,3950.6,81.9%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
383,Iqgap2,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,41,95.4%,4,85.9%,1,74.8%,41,97.5%,167.5,55.4%,1006.8,86.9%,635.3,82.6%,334.6,68.2%,1025.1,87.2%,719.2,86.3%,2414.3,91.3%,587.0,69.7%,592.2,67.8%,2342.6,90.5%,2649.2,93.1%,2287.6,96.4%,7279.4,94.2%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
421,Pi4ka,Choroid Plexus,147,Kif2a,Choroid Plexus,Up,Down,,,,,,,,,,,,,,,34,93.3%,7,91.2%,2,80.0%,34,96.8%,126.2,52.0%,276.3,56.2%,181.0,55.5%,1139.6,90.7%,1059.2,87.6%,972.1,91.0%,5100.6,98.1%,760.7,74.3%,3005.2,95.9%,3631.5,96.0%,3187.8,95.3%,2837.5,98.4%,9656.8,96.8%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
428,Irak1bp1,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,41,95.4%,3,83.3%,0,35.8%,41,97.5%,1470.8,93.2%,3315.8,99.3%,3074.8,99.4%,635.4,80.7%,1248.9,90.2%,1011.1,91.6%,1666.7,84.0%,2502.5,94.3%,937.4,78.9%,7029.2,99.5%,3911.5,97.2%,3261.0,99.1%,14201.6,99.2%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
429,Arid4a,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,76,99.4%,0,34.5%,0,35.8%,76,99.4%,448.2,74.6%,576.4,72.9%,499.3,78.1%,138.0,51.6%,216.9,49.5%,139.7,49.2%,615.1,60.1%,777.7,74.7%,279.5,51.3%,2207.9,89.4%,1503.7,82.4%,1131.4,84.9%,4843.0,86.5%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
437,Top1,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,66,98.7%,0,34.5%,0,35.8%,66,98.9%,28.5,35.8%,265.9,54.9%,166.6,54.3%,253.1,59.8%,429.7,65.5%,316.0,67.1%,442.5,52.6%,105.3,41.2%,504.2,64.5%,1089.5,74.9%,1884.4,87.0%,520.0,64.7%,3493.9,78.8%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
441,Dstn,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,48,96.6%,0,34.5%,1,74.8%,48,98.1%,129.4,52.6%,377.2,64.3%,119.4,48.4%,105.0,47.4%,287.8,54.2%,116.3,45.7%,1908.7,87.3%,1863.9,91.4%,1615.3,88.5%,809.1,67.0%,1083.5,74.1%,712.6,72.0%,2605.2,71.0%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
442,Ildr2,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,52,97.3%,4,85.9%,1,74.8%,52,98.3%,1304.7,92.3%,1084.6,88.5%,1203.1,93.6%,968.4,88.8%,541.0,71.5%,528.4,79.5%,834.2,68.2%,700.0,73.0%,462.6,62.7%,500.8,55.9%,482.7,52.6%,448.8,61.6%,1432.3,53.4%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
459,Golm2,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,60,98.3%,2,79.6%,0,35.8%,60,98.8%,24.9,35.0%,258.1,53.8%,188.4,56.1%,17.1,31.1%,361.1,62.2%,171.7,53.1%,127.2,34.8%,39.2,32.5%,33.7,30.6%,268.8,45.5%,373.6,48.1%,253.6,50.2%,896.0,43.3%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
467,Tmem161b,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,48,96.6%,0,34.5%,0,35.8%,48,98.1%,329.9,68.6%,348.7,62.9%,332.3,70.2%,71.9,44.2%,301.6,57.5%,179.8,54.2%,185.0,39.2%,490.2,65.7%,154.0,43.7%,2985.5,93.8%,2770.2,93.5%,1952.3,94.6%,7708.0,94.9%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
477,Tpr,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,72,99.1%,0,34.5%,1,74.8%,72,99.1%,429.0,73.8%,355.1,63.1%,323.4,69.5%,323.9,67.5%,204.5,48.2%,179.4,54.1%,633.1,61.2%,640.7,71.1%,577.6,66.8%,1203.5,77.4%,1402.6,80.3%,601.0,68.0%,3207.1,76.6%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
507,Nkapd1,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,69,99.0%,1,73.2%,0,35.8%,69,99.0%,112.0,50.5%,902.3,83.9%,728.6,85.6%,68.7,43.3%,389.4,63.8%,297.7,63.5%,435.3,52.1%,234.9,50.9%,145.6,42.6%,1203.4,77.4%,871.1,68.6%,762.1,74.5%,2836.6,73.4%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
519,Frg1,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,74,99.2%,0,34.5%,1,74.8%,74,99.3%,784.5,85.9%,1183.6,90.1%,748.6,86.0%,487.0,75.7%,512.0,70.1%,291.7,62.9%,2049.8,88.3%,1209.2,83.8%,697.9,72.6%,2668.8,92.3%,1692.0,84.9%,1206.9,86.1%,5567.7,89.6%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
539,Nipbl,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,91,99.8%,0,34.5%,0,35.8%,91,99.8%,250.2,60.9%,632.0,75.4%,446.0,76.3%,632.5,80.6%,946.5,85.0%,683.4,85.2%,2268.9,90.1%,537.5,67.8%,1174.0,83.1%,4247.5,97.4%,5112.5,98.7%,3930.3,99.6%,13290.3,98.9%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
541,Phf3,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,66,98.7%,0,34.5%,0,35.8%,66,98.9%,679.6,83.0%,1037.1,87.7%,860.6,88.5%,137.6,51.5%,223.7,50.0%,154.0,51.2%,1151.3,75.9%,951.0,79.3%,273.4,51.0%,5130.0,98.4%,2815.6,93.8%,2151.3,95.9%,10096.9,97.3%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
553,Enpp5,Choroid Plexus,147,Kif2a,Choroid Plexus,Up,Down,,,,,,,,,,,,,,,46,96.4%,1,73.2%,0,35.8%,46,98.0%,9.4,28.6%,619.3,74.8%,430.3,75.6%,19.6,32.2%,661.5,77.3%,440.8,75.2%,25.9,24.4%,32.8,31.4%,91.1,37.6%,602.6,58.7%,715.0,62.4%,551.1,66.0%,1868.7,61.4%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
561,Fgfr1op2,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,70,99.0%,3,83.3%,0,35.8%,70,99.1%,204.5,57.8%,499.6,70.2%,367.2,72.4%,1319.9,92.2%,2219.8,96.8%,1647.1,96.8%,1088.6,74.9%,354.2,56.7%,2667.7,94.8%,2411.2,91.2%,5896.3,99.0%,1673.2,92.7%,9980.6,97.2%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
567,Fhad1,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,83,99.6%,0,34.5%,0,35.8%,83,99.6%,256.3,61.2%,1026.0,87.3%,409.7,74.7%,892.3,87.7%,909.2,84.3%,408.7,73.6%,780.9,66.7%,351.0,56.5%,1053.2,81.0%,2377.8,90.7%,2393.7,91.2%,1218.1,86.5%,5989.6,91.1%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
595,Ash1l,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,95,99.9%,0,34.5%,0,35.8%,95,99.9%,230.3,59.5%,659.4,76.8%,395.8,74.0%,244.3,59.2%,492.6,69.2%,285.0,62.6%,1388.0,80.9%,488.6,65.5%,511.8,64.8%,3706.1,96.2%,3303.4,95.8%,2803.4,98.3%,9812.9,97.0%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
614,Dhx36,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,38,94.5%,1,73.2%,0,35.8%,38,97.3%,1099.2,90.3%,1486.8,93.1%,1077.8,92.5%,699.8,82.4%,439.5,66.0%,298.3,63.5%,735.8,65.4%,1944.1,91.7%,1206.3,83.5%,5060.7,98.2%,3171.6,95.3%,2065.0,95.4%,10297.3,97.6%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
